wordform,sum_freq,norm_freq,Moby_pron,Rep_P,Rep_O
hem,2090.0,0.00209,h/E/m,_/h/E/m/_/,_/_/h/e/m/_/_/_/
heh,627.0,0.000627,h/E/,_/h/E/_/_/,_/_/h/e/h/_/_/_/
whiz,1084.0,0.001084,w/I/z,_/w/I/z/_/,_/w/h/i/z/_/_/_/
laird,180.0,0.00018,l/(@)/rd,_/l/E/r/d/,_/_/l/a/i/r/d/_/
fright,1109.0,0.001109,fr/aI/t,f/r/a/j/t/,_/f/r/i/g/h/t/_/
tight,24164.0,0.024164,t/aI/t,_/t/a/j/t/,_/_/t/i/g/h/t/_/
snitch,450.0,0.00045,sn/I/tS/,s/n/I/C/_/,_/s/n/i/t/c/h/_/
mask,14627.0,0.014627,m/&/sk,_/m/@/s/k/,_/_/m/a/s/k/_/_/
mash,1778.0,0.001778,m/&/S/,_/m/@/S/_/,_/_/m/a/s/h/_/_/
mast,1308.0,0.001308,m/&/st,_/m/@/s/t/,_/_/m/a/s/t/_/_/
mass,39049.0,0.039049,m/&/s,_/m/@/s/_/,_/_/m/a/s/s/_/_/
sin,11376.0,0.011376,s/i/n,_/s/i/n/_/,_/_/s/i/n/_/_/_/
retch,309.0,0.000309,r/E/tS/,_/r/E/C/_/,_/_/r/e/t/c/h/_/
to,11733607.0,11.733607,t/u/,_/t/u/_/_/,_/_/t/o/_/_/_/_/
tail,12757.0,0.012757,t/eI/l,_/t/e/j/l/,_/_/t/a/i/l/_/_/
ta,8757.0,0.008757,t/A/,_/t/a/_/_/,_/_/t/a/_/_/_/_/
heist,406.0,0.000406,h/aI/st,_/h/a/j/s/,_/_/h/e/i/s/t/_/
ringed,159.0,0.000159,r/I/N/d,_/r/I/G/d/,_/_/r/i/n/g/e/d/
gosh,3513.0,0.003513,g/A/S/,_/g/a/S/_/,_/_/g/o/s/h/_/_/
fleece,1008.0,0.001008,fl/i/s,f/l/i/s/_/,_/f/l/e/e/c/e/_/
scam,2671.0,0.002671,sk/&/m,s/k/@/m/_/,_/s/c/a/m/_/_/_/
scan,13071.0,0.013071,sk/&/n,s/k/@/n/_/,_/s/c/a/n/_/_/_/
scab,740.0,0.00074,sk/&/b,s/k/@/b/_/,_/s/c/a/b/_/_/_/
scad,156.0,0.000156,sk/&/d,s/k/@/d/_/,_/s/c/a/d/_/_/_/
scar,7449.0,0.007449,sk/A/r,s/k/a/r/_/,_/s/c/a/r/_/_/_/
scat,408.0,0.000408,sk/&/t,s/k/@/t/_/,_/s/c/a/t/_/_/_/
shelved,47.0,4.7e-05,/S/E/lvd,_/S/E/l/v/,_/s/h/e/l/v/e/d/
mousse,808.0,0.000808,m/u/s,_/m/u/s/_/,_/_/m/o/u/s/s/e/
brit,597.0,0.000597,br/i/t,b/r/i/t/_/,_/b/r/i/t/_/_/_/
brim,2321.0,0.002321,br/I/m,b/r/I/m/_/,_/b/r/i/m/_/_/_/
brig,844.0,0.000844,br/I/g,b/r/I/g/_/,_/b/r/i/g/_/_/_/
brie,181.0,0.000181,br/i/,b/r/i/_/_/,_/b/r/i/e/_/_/_/
laced,40.0,4e-05,l/eI/st,_/l/e/j/s/,_/_/l/a/c/e/d/_/
wry,1185.0,0.001185,r/aI/,_/r/a/j/_/,_/w/r/y/_/_/_/_/
fount,121.0,0.000121,f/AU/nt,_/f/a/w/n/,_/_/f/o/u/n/t/_/
found,13112.0,0.013112,f/AU/nd,_/f/a/w/n/,_/_/f/o/u/n/d/_/
foal,308.0,0.000308,f/oU/l,_/f/o/l/_/,_/_/f/o/a/l/_/_/
guess,59350.0,0.05935,g/E/s,_/g/E/s/_/,_/_/g/u/e/s/s/_/
guest,34132.0,0.034132,g/E/st,_/g/E/s/t/,_/_/g/u/e/s/t/_/
jet,16434.0,0.016434,/dZ/E/t,_/J/E/t/_/,_/_/j/e/t/_/_/_/
grooved,71.0,7.1e-05,gr/u/vd,g/r/u/v/d/,_/g/r/o/o/v/e/d/
taught,197.0,0.000197,t/O/t,_/t/a/t/_/,_/_/t/a/u/g/h/t/
chomp,509.0,0.000509,/tS/A/mp,_/C/a/m/p/,_/c/h/o/m/p/_/_/
frail,2039.0,0.002039,fr/eI/l,f/r/e/j/l/,_/f/r/a/i/l/_/_/
golf,23076.0,0.023076,g/A/lf,_/g/a/l/f/,_/_/g/o/l/f/_/_/
freight,2303.0,0.002303,fr/eI/t,f/r/e/j/t/,_/f/r/e/i/g/h/t/
cry,39589.0,0.039589,kr/aI/,k/r/a/j/_/,_/c/r/y/_/_/_/_/
jade,1419.0,0.001419,/dZ/eI/d,_/J/e/j/d/,_/_/j/a/d/e/_/_/
death,107125.0,0.107125,d/E/T/,_/d/E/T/_/,_/_/d/e/a/t/h/_/
thou,2338.0,0.002338,/D/AU/,_/D/a/w/_/,_/t/h/o/u/_/_/_/
church,97580.0,0.09758,/tS/@/r/tS/,_/C/^/r/C/,_/c/h/u/r/c/h/_/
sine,384.0,0.000384,s/aI/n,_/s/a/j/n/,_/_/s/i/n/e/_/_/
glitz,444.0,0.000444,gl/I/ts,g/l/I/t/s/,_/g/l/i/t/z/_/_/
amp,722.0,0.000722,/&/mp,_/_/@/m/p/,_/_/_/a/m/p/_/_/
scape,107.0,0.000107,sk/eI/p,s/k/e/j/p/,_/s/c/a/p/e/_/_/
palp,30.0,3e-05,p/&/lp,_/p/@/l/p/,_/_/p/a/l/p/_/_/
palm,19205.0,0.019205,p/A/m,_/p/a/m/_/,_/_/p/a/l/m/_/_/
pall,454.0,0.000454,p/O/l,_/p/a/l/_/,_/_/p/a/l/l/_/_/
pale,14191.0,0.014191,p/eI/l,_/p/e/j/l/,_/_/p/a/l/e/_/_/
suit,41217.0,0.041217,s/u/t,_/s/u/t/_/,_/_/s/u/i/t/_/_/
slump,5507.0,0.005507,sl/@/mp,s/l/^/m/p/,_/s/l/u/m/p/_/_/
up,1026308.0,1.026308,/@/p,_/_/^/p/_/,_/_/_/u/p/_/_/_/
us,417833.0,0.417833,/@/s,_/_/^/s/_/,_/_/_/u/s/_/_/_/
young,184496.0,0.184496,/j/@/N/,_/j/^/G/_/,_/_/_/y/o/u/n/g/
prig,44.0,4.4e-05,pr/I/g,p/r/I/g/_/,_/p/r/i/g/_/_/_/
wipe,14855.0,0.014855,w/aI/p,_/w/a/j/p/,_/_/w/i/p/e/_/_/
eve,6657.0,0.006657,/i/v,_/_/i/v/_/,_/_/_/e/v/e/_/_/
try,343744.0,0.343744,tr/aI/,t/r/a/j/_/,_/t/r/y/_/_/_/_/
race,71428.0,0.071428,r/eI/s,_/r/e/j/s/,_/_/r/a/c/e/_/_/
trite,335.0,0.000335,tr/aI/t,t/r/a/j/t/,_/t/r/i/t/e/_/_/
rack,10147.0,0.010147,r/&/k,_/r/@/k/_/,_/_/r/a/c/k/_/_/
pledge,9695.0,0.009695,pl/E/dZ/,p/l/E/J/_/,_/p/l/e/d/g/e/_/
punch,12786.0,0.012786,p/@/n/tS/,_/p/^/n/C/,_/_/p/u/n/c/h/_/
hootch,22.0,2.2e-05,h/u/tS/,_/h/u/C/_/,_/_/h/o/o/t/c/h/
pawn,1413.0,0.001413,p/O/n,_/p/a/n/_/,_/_/p/a/w/n/_/_/
slim,5978.0,0.005978,sl/I/m,s/l/I/m/_/,_/s/l/i/m/_/_/_/
slip,28597.0,0.028597,sl/I/p,s/l/I/p/_/,_/s/l/i/p/_/_/_/
nones,17.0,1.7e-05,n/oU/nz,_/n/o/n/z/,_/_/n/o/n/e/s/_/
hawk,6003.0,0.006003,h/O/k,_/h/a/k/_/,_/_/h/a/w/k/_/_/
writ,512.0,0.000512,r/I/t,_/r/I/t/_/,_/w/r/i/t/_/_/_/
move,186344.0,0.186344,m/u/v,_/m/u/v/_/,_/_/m/o/v/e/_/_/
swain,19.0,1.9e-05,sw/eI/n,s/w/e/j/n/,_/s/w/a/i/n/_/_/
dock,7338.0,0.007338,d/A/k,_/d/a/k/_/,_/_/d/o/c/k/_/_/
truth,51392.0,0.051392,tr/u/T/,t/r/u/T/_/,_/t/r/u/t/h/_/_/
mete,438.0,0.000438,m/i/t,_/m/i/t/_/,_/_/m/e/t/e/_/_/
graze,2293.0,0.002293,gr/eI/z,g/r/e/j/z/,_/g/r/a/z/e/_/_/
loo,284.0,0.000284,l/u/,_/l/u/_/_/,_/_/l/o/o/_/_/_/
prang,22.0,2.2e-05,pr/&/N/,p/r/@/G/_/,_/p/r/a/n/g/_/_/
prank,924.0,0.000924,pr/&/N/k,p/r/@/G/k/,_/p/r/a/n/k/_/_/
vouch,525.0,0.000525,v/AU/tS/,_/v/a/w/C/,_/_/v/o/u/c/h/_/
lox,139.0,0.000139,l/A/ks,_/l/a/k/s/,_/_/l/o/x/_/_/_/
trike,45.0,4.5e-05,tr/aI/k,t/r/a/j/k/,_/t/r/i/k/e/_/_/
lilt,387.0,0.000387,l/I/lt,_/l/I/l/t/,_/_/l/i/l/t/_/_/
face,225912.0,0.225912,f/eI/s,_/f/e/j/s/,_/_/f/a/c/e/_/_/
fact,185204.0,0.185204,f/&/kt,_/f/@/k/t/,_/_/f/a/c/t/_/_/
bring,201019.0,0.201019,br/I/N/,b/r/I/G/_/,_/b/r/i/n/g/_/_/
brine,871.0,0.000871,br/aI/n,b/r/a/j/n/,_/b/r/i/n/e/_/_/
brink,2637.0,0.002637,br/I/N/k,b/r/I/G/k/,_/b/r/i/n/k/_/_/
should,354896.0,0.354896,/S/U/d,_/S/U/d/_/,_/s/h/o/u/l/d/_/
means,32805.0,0.032805,m/i/nz,_/m/i/n/z/,_/_/m/e/a/n/s/_/
smash,6078.0,0.006078,sm/&/S/,s/m/@/S/_/,_/s/m/a/s/h/_/_/
mien,303.0,0.000303,m/i/n,_/m/i/n/_/,_/_/m/i/e/n/_/_/
butte,854.0,0.000854,b/j/u/t,b/j/u/t/_/,_/_/b/u/t/t/e/_/
site,88411.0,0.088411,s/aI/t,_/s/a/j/t/,_/_/s/i/t/e/_/_/
drink,52132.0,0.052132,dr/I/N/k,d/r/I/G/k/,_/d/r/i/n/k/_/_/
flesh,11380.0,0.01138,fl/E/S/,f/l/E/S/_/,_/f/l/e/s/h/_/_/
clipped,313.0,0.000313,kl/I/pt,k/l/I/p/t/,_/c/l/i/p/p/e/d/
glyph,158.0,0.000158,gl/I/f,g/l/I/f/_/,_/g/l/y/p/h/_/_/
drift,13223.0,0.013223,dr/I/ft,d/r/I/f/t/,_/d/r/i/f/t/_/_/
peal,392.0,0.000392,p/i/l,_/p/i/l/_/,_/_/p/e/a/l/_/_/
lung,10611.0,0.010611,l/@/N/,_/l/^/G/_/,_/_/l/u/n/g/_/_/
inn,7379.0,0.007379,/I/n,_/_/I/n/_/,_/_/_/i/n/n/_/_/
ink,5689.0,0.005689,/I/N/k,_/_/I/G/k/,_/_/_/i/n/k/_/_/
veil,3835.0,0.003835,v/eI/l,_/v/e/j/l/,_/_/v/e/i/l/_/_/
vein,5708.0,0.005708,v/eI/n,_/v/e/j/n/,_/_/v/e/i/n/_/_/
ghost,11316.0,0.011316,g/oU/st,_/g/o/s/t/,_/g/h/o/s/t/_/_/
bike,21996.0,0.021996,b/aI/k,_/b/a/j/k/,_/_/b/i/k/e/_/_/
daze,1176.0,0.001176,d/eI/z,_/d/e/j/z/,_/_/d/a/z/e/_/_/
whack,2147.0,0.002147,w/&/k,_/w/@/k/_/,_/w/h/a/c/k/_/_/
pique,813.0,0.000813,p/i/k,_/p/i/k/_/,_/_/p/i/q/u/e/_/
pinch,5670.0,0.00567,p/I/nt/S/,_/p/I/n/t/,_/_/p/i/n/c/h/_/
chew,7387.0,0.007387,/tS/u/,_/C/u/_/_/,_/c/h/e/w/_/_/_/
speck,1614.0,0.001614,sp/E/k,s/p/E/k/_/,_/s/p/e/c/k/_/_/
horn,9170.0,0.00917,h/O/rn,_/h/a/r/n/,_/_/h/o/r/n/_/_/
frank,2411.0,0.002411,fr/A/nk,f/r/a/n/k/,_/f/r/a/n/k/_/_/
crunch,5059.0,0.005059,kr/@/n/tS/,k/r/^/n/C/,_/c/r/u/n/c/h/_/
gloss,2069.0,0.002069,gl/A/s,g/l/a/s/_/,_/g/l/o/s/s/_/_/
farce,880.0,0.00088,f/A/rs,_/f/a/r/s/,_/_/f/a/r/c/e/_/
beach,38453.0,0.038453,b/i/tS/,_/b/i/C/_/,_/_/b/e/a/c/h/_/
scull,267.0,0.000267,sk/@/l,s/k/^/l/_/,_/s/c/u/l/l/_/_/
haste,1093.0,0.001093,h/eI/st,_/h/e/j/s/,_/_/h/a/s/t/e/_/
south,69638.0,0.069638,s/AU/T/,_/s/a/w/T/,_/_/s/o/u/t/h/_/
bane,588.0,0.000588,b/eI/n,_/b/e/j/n/,_/_/b/a/n/e/_/_/
band,36748.0,0.036748,b/&/nd,_/b/@/n/d/,_/_/b/a/n/d/_/_/
bang,10189.0,0.010189,b/&/N/,_/b/@/G/_/,_/_/b/a/n/g/_/_/
banc,100.0,0.0001,b/&/N/k,_/b/@/G/k/,_/_/b/a/n/c/_/_/
crock,495.0,0.000495,kr/A/k,k/r/a/k/_/,_/c/r/o/c/k/_/_/
good,674868.0,0.674868,g/U/d,_/g/U/d/_/,_/_/g/o/o/d/_/_/
loge,33.0,3.3e-05,l/oU/Z/,_/l/o/B/_/,_/_/l/o/g/e/_/_/
webbed,307.0,0.000307,w/E/bd,_/w/E/b/d/,_/_/w/e/b/b/e/d/
hooked,227.0,0.000227,h/U/kt,_/h/U/k/t/,_/_/h/o/o/k/e/d/
thick,26379.0,0.026379,/T/I/k,_/T/I/k/_/,_/t/h/i/c/k/_/_/
realm,8113.0,0.008113,r/E/lm,_/r/E/l/m/,_/_/r/e/a/l/m/_/
oomph,286.0,0.000286,/U/mf,_/_/U/m/f/,_/_/_/o/o/m/p/h/
brat,984.0,0.000984,br/&/t,b/r/@/t/_/,_/b/r/a/t/_/_/_/
bray,359.0,0.000359,br/eI/,b/r/e/j/_/,_/b/r/a/y/_/_/_/
brag,2801.0,0.002801,br/&/g,b/r/@/g/_/,_/b/r/a/g/_/_/_/
brad,50.0,5e-05,br/&/d,b/r/@/d/_/,_/b/r/a/d/_/_/_/
bran,971.0,0.000971,br/&/n,b/r/@/n/_/,_/b/r/a/n/_/_/_/
warmth,6255.0,0.006255,w/O/rm/T/,_/w/a/r/m/,_/_/w/a/r/m/t/h/
baud,67.0,6.7e-05,b/O/d,_/b/a/d/_/,_/_/b/a/u/d/_/_/
fest,1059.0,0.001059,f/E/st,_/f/E/s/t/,_/_/f/e/s/t/_/_/
fess,262.0,0.000262,f/E/s,_/f/E/s/_/,_/_/f/e/s/s/_/_/
aim,30452.0,0.030452,/eI/m,_/_/e/j/m/,_/_/_/a/i/m/_/_/
ail,678.0,0.000678,/eI/l,_/_/e/j/l/,_/_/_/a/i/l/_/_/
aid,32162.0,0.032162,/eI/d,_/_/e/j/d/,_/_/_/a/i/d/_/_/
kale,864.0,0.000864,k/eI/l,_/k/e/j/l/,_/_/k/a/l/e/_/_/
board,71490.0,0.07149,b/oU/rd,_/b/o/r/d/,_/_/b/o/a/r/d/_/
posh,1006.0,0.001006,p/A/S/,_/p/a/S/_/,_/_/p/o/s/h/_/_/
pose,20358.0,0.020358,p/oU/z,_/p/o/z/_/,_/_/p/o/s/e/_/_/
phew,153.0,0.000153,f/j/u/,f/j/u/_/_/,_/p/h/e/w/_/_/_/
khan,19.0,1.9e-05,k/A/n,_/k/a/n/_/,_/k/h/a/n/_/_/_/
post,48183.0,0.048183,p/oU/st,_/p/o/s/t/,_/_/p/o/s/t/_/_/
chafe,656.0,0.000656,/tS/eI/f,_/C/e/j/f/,_/c/h/a/f/e/_/_/
chaff,224.0,0.000224,/tS/&/f,_/C/@/f/_/,_/c/h/a/f/f/_/_/
nonce,28.0,2.8e-05,n/A/ns,_/n/a/n/s/,_/_/n/o/n/c/e/_/
float,13203.0,0.013203,fl/oU/t,f/l/o/t/_/,_/f/l/o/a/t/_/_/
bound,5146.0,0.005146,b/AU/nd,_/b/a/w/n/,_/_/b/o/u/n/d/_/
wan,5966.0,0.005966,w/A/n,_/w/a/n/_/,_/_/w/a/n/_/_/_/
wag,1609.0,0.001609,w/&/g,_/w/@/g/_/,_/_/w/a/g/_/_/_/
wad,1590.0,0.00159,w/A/d,_/w/a/d/_/,_/_/w/a/d/_/_/_/
way,552736.0,0.552736,w/eI/,_/w/e/j/_/,_/_/w/a/y/_/_/_/
wax,4856.0,0.004856,w/&/ks,_/w/@/k/s/,_/_/w/a/x/_/_/_/
war,190948.0,0.190948,w/A/r,_/w/a/r/_/,_/_/w/a/r/_/_/_/
true,91364.0,0.091364,tr/u/,t/r/u/_/_/,_/t/r/u/e/_/_/_/
ump,168.0,0.000168,/@/mp,_/_/^/m/p/,_/_/_/u/m/p/_/_/
tush,17.0,1.7e-05,t/U/S/,_/t/U/S/_/,_/_/t/u/s/h/_/_/
tusk,763.0,0.000763,t/@/sk,_/t/^/s/k/,_/_/t/u/s/k/_/_/
grump,74.0,7.4e-05,gr/@/mp,g/r/^/m/p/,_/g/r/u/m/p/_/_/
curse,8351.0,0.008351,k/@/rs,_/k/^/r/s/,_/_/c/u/r/s/e/_/
prove,50648.0,0.050648,pr/u/v,p/r/u/v/_/,_/p/r/o/v/e/_/_/
cay,36.0,3.6e-05,k/eI/,_/k/e/j/_/,_/_/c/a/y/_/_/_/
car,150547.0,0.150547,k/A/r,_/k/a/r/_/,_/_/c/a/r/_/_/_/
cap,19368.0,0.019368,k/&/p,_/k/@/p/_/,_/_/c/a/p/_/_/_/
caw,286.0,0.000286,k/O/,_/k/a/_/_/,_/_/c/a/w/_/_/_/
cat,24919.0,0.024919,k/&/t,_/k/@/t/_/,_/_/c/a/t/_/_/_/
can,1179517.0,1.179517,k/&/n,_/k/@/n/_/,_/_/c/a/n/_/_/_/
cam,952.0,0.000952,k/&/m,_/k/@/m/_/,_/_/c/a/m/_/_/_/
cab,7422.0,0.007422,k/&/b,_/k/@/b/_/,_/_/c/a/b/_/_/_/
cad,1479.0,0.001479,k/&/d,_/k/@/d/_/,_/_/c/a/d/_/_/_/
cloche,104.0,0.000104,kl/oU/S/,k/l/o/S/_/,_/c/l/o/c/h/e/_/
flank,4667.0,0.004667,fl/&/N/k,f/l/@/G/k/,_/f/l/a/n/k/_/_/
forme,119.0,0.000119,f/O/rm,_/f/a/r/m/,_/_/f/o/r/m/e/_/
rake,3264.0,0.003264,r/eI/k,_/r/e/j/k/,_/_/r/a/k/e/_/_/
kerf,25.0,2.5e-05,k/@/rf,_/k/^/r/f/,_/_/k/e/r/f/_/_/
kerb,42.0,4.2e-05,k/@/rb,_/k/^/r/b/,_/_/k/e/r/b/_/_/
carp,997.0,0.000997,k/A/rp,_/k/a/r/p/,_/_/c/a/r/p/_/_/
cart,8541.0,0.008541,k/A/rt,_/k/a/r/t/,_/_/c/a/r/t/_/_/
carb,2526.0,0.002526,k/A/rb,_/k/a/r/b/,_/_/c/a/r/b/_/_/
card,50391.0,0.050391,k/A/rd,_/k/a/r/d/,_/_/c/a/r/d/_/_/
care,155544.0,0.155544,k/(@)/r,_/k/E/r/_/,_/_/c/a/r/e/_/_/
drove,820.0,0.00082,dr/oU/v,d/r/o/v/_/,_/d/r/o/v/e/_/_/
creche,149.0,0.000149,kr/E/S/,k/r/E/S/_/,_/c/r/e/c/h/e/_/
checked,480.0,0.00048,/tS/E/kt,_/C/E/k/t/,_/c/h/e/c/k/e/d/
yin,290.0,0.00029,/j/I/n,_/j/I/n/_/,_/_/_/y/i/n/_/_/
yip,443.0,0.000443,/j/I/p,_/j/I/p/_/,_/_/_/y/i/p/_/_/
quay,307.0,0.000307,k/i/,_/k/i/_/_/,_/_/q/u/a/y/_/_/
quad,1566.0,0.001566,kw/A/d,k/w/a/d/_/,_/_/q/u/a/d/_/_/
slay,1232.0,0.001232,sl/eI/,s/l/e/j/_/,_/s/l/a/y/_/_/_/
slav,303.0,0.000303,sl/A/v,s/l/a/v/_/,_/s/l/a/v/_/_/_/
slaw,444.0,0.000444,sl/O/,s/l/a/_/_/,_/s/l/a/w/_/_/_/
slat,770.0,0.00077,sl/&/t,s/l/@/t/_/,_/s/l/a/t/_/_/_/
slap,10006.0,0.010006,sl/&/p,s/l/@/p/_/,_/s/l/a/p/_/_/_/
slam,12607.0,0.012607,sl/&/m,s/l/@/m/_/,_/s/l/a/m/_/_/_/
slag,295.0,0.000295,sl/&/g,s/l/@/g/_/,_/s/l/a/g/_/_/_/
slab,2877.0,0.002877,sl/&/b,s/l/@/b/_/,_/s/l/a/b/_/_/_/
prick,1658.0,0.001658,pr/i/k,p/r/i/k/_/,_/p/r/i/c/k/_/_/
price,98878.0,0.098878,pr/aI/s,p/r/a/j/s/,_/p/r/i/c/e/_/_/
fifth,15165.0,0.015165,f/I/f/T/,_/f/I/f/T/,_/_/f/i/f/t/h/_/
jolt,2659.0,0.002659,/dZ/oU/lt,_/J/o/l/t/,_/_/j/o/l/t/_/_/
loath,581.0,0.000581,l/oU/T/,_/l/o/T/_/,_/_/l/o/a/t/h/_/
spore,1623.0,0.001623,sp/oU/r,s/p/o/r/_/,_/s/p/o/r/e/_/_/
sport,69489.0,0.069489,sp/oU/rt,s/p/o/r/t/,_/s/p/o/r/t/_/_/
blame,27827.0,0.027827,bl/eI/m,b/l/e/j/m/,_/b/l/a/m/e/_/_/
monk,4371.0,0.004371,m/@/N/k,_/m/^/G/k/,_/_/m/o/n/k/_/_/
rube,58.0,5.8e-05,r/u/b,_/r/u/b/_/,_/_/r/u/b/e/_/_/
these,586061.0,0.586061,/D/i/z,_/D/i/z/_/,_/t/h/e/s/e/_/_/
trick,14342.0,0.014342,tr/I/k,t/r/I/k/_/,_/t/r/i/c/k/_/_/
smelt,281.0,0.000281,sm/E/lt,s/m/E/l/t/,_/s/m/e/l/t/_/_/
breeze,7777.0,0.007777,br/i/z,b/r/i/z/_/,_/b/r/e/e/z/e/_/
wheat,6652.0,0.006652,w/i/t,_/w/i/t/_/,_/w/h/e/a/t/_/_/
throb,1002.0,0.001002,/T/r/A/b,T/r/a/b/_/,t/h/r/o/b/_/_/_/
seine,105.0,0.000105,s/eI/n,_/s/e/j/n/,_/_/s/e/i/n/e/_/
throw,70195.0,0.070195,/T/r/oU/,T/r/o/_/_/,t/h/r/o/w/_/_/_/
wolf,15881.0,0.015881,w/U/lf,_/w/U/l/f/,_/_/w/o/l/f/_/_/
lob,772.0,0.000772,l/A/b,_/l/a/b/_/,_/_/l/o/b/_/_/_/
jowl,379.0,0.000379,/dZ/AU/l,_/J/a/w/l/,_/_/j/o/w/l/_/_/
log,13037.0,0.013037,l/O/g,_/l/a/g/_/,_/_/l/o/g/_/_/_/
lop,338.0,0.000338,l/A/p,_/l/a/p/_/,_/_/l/o/p/_/_/_/
low,133692.0,0.133692,l/oU/,_/l/o/_/_/,_/_/l/o/w/_/_/_/
lot,236507.0,0.236507,l/A/t,_/l/a/t/_/,_/_/l/o/t/_/_/_/
leach,567.0,0.000567,l/i/tS/,_/l/i/C/_/,_/_/l/e/a/c/h/_/
groan,4950.0,0.00495,gr/oU/n,g/r/o/n/_/,_/g/r/o/a/n/_/_/
peat,1020.0,0.00102,p/i/t,_/p/i/t/_/,_/_/p/e/a/t/_/_/
pear,3501.0,0.003501,p/(@)/r,_/p/E/r/_/,_/_/p/e/a/r/_/_/
loose,16065.0,0.016065,l/u/s,_/l/u/s/_/,_/_/l/o/o/s/e/_/
whine,4115.0,0.004115,w/aI/n,_/w/a/j/n/,_/w/h/i/n/e/_/_/
glitch,1202.0,0.001202,gl/I/t/S/,g/l/I/t/S/,_/g/l/i/t/c/h/_/
klutz,92.0,9.2e-05,kl/@/ts,k/l/^/t/s/,_/k/l/u/t/z/_/_/
gauche,218.0,0.000218,g/oU/S/,_/g/o/S/_/,_/_/g/a/u/c/h/e/
cowl,198.0,0.000198,k/AU/l,_/k/a/w/l/,_/_/c/o/w/l/_/_/
wave,47444.0,0.047444,w/eI/v,_/w/e/j/v/,_/_/w/a/v/e/_/_/
sneak,7215.0,0.007215,sn/i/k,s/n/i/k/_/,_/s/n/e/a/k/_/_/
drear,17.0,1.7e-05,dr/i/r,d/r/i/r/_/,_/d/r/e/a/r/_/_/
dread,4059.0,0.004059,dr/E/d,d/r/E/d/_/,_/d/r/e/a/d/_/_/
dream,60553.0,0.060553,dr/i/m,d/r/i/m/_/,_/d/r/e/a/m/_/_/
help,302580.0,0.30258,h/E/lp,_/h/E/l/p/,_/_/h/e/l/p/_/_/
slouch,1222.0,0.001222,sl/AU/tS/,s/l/a/w/C/,_/s/l/o/u/c/h/_/
soon,87892.0,0.087892,s/u/n,_/s/u/n/_/,_/_/s/o/o/n/_/_/
held,140.0,0.00014,h/E/ld,_/h/E/l/d/,_/_/h/e/l/d/_/_/
soot,895.0,0.000895,s/U/t,_/s/U/t/_/,_/_/s/o/o/t/_/_/
hell,31852.0,0.031852,h/E/l,_/h/E/l/_/,_/_/h/e/l/l/_/_/
ya,4992.0,0.004992,/j/@/,_/j/^/_/_/,_/_/_/y/a/_/_/_/
ye,3234.0,0.003234,/j/i/,_/j/i/_/_/,_/_/_/y/e/_/_/_/
iff,71.0,7.1e-05,/I/f,_/_/I/f/_/,_/_/_/i/f/f/_/_/
launch,31299.0,0.031299,l/O/n/tS/,_/l/a/n/C/,_/_/l/a/u/n/c/h/
blush,3832.0,0.003832,bl/@/S/,b/l/^/S/_/,_/b/l/u/s/h/_/_/
scheme,12570.0,0.01257,sk/i/m,s/k/i/m/_/,s/c/h/e/m/e/_/_/
trance,1199.0,0.001199,tr/&/ns,t/r/@/n/s/,_/t/r/a/n/c/e/_/
mace,308.0,0.000308,m/eI/s,_/m/e/j/s/,_/_/m/a/c/e/_/_/
hewn,208.0,0.000208,h/j/u/n,h/j/u/n/_/,_/_/h/e/w/n/_/_/
stamp,9119.0,0.009119,st/&/mp,s/t/@/m/p/,_/s/t/a/m/p/_/_/
damp,5699.0,0.005699,d/&/mp,_/d/@/m/p/,_/_/d/a/m/p/_/_/
damn,15855.0,0.015855,d/&/m,_/d/@/m/_/,_/_/d/a/m/n/_/_/
dame,1190.0,0.00119,d/eI/m,_/d/e/j/m/,_/_/d/a/m/e/_/_/
ghee,89.0,8.9e-05,g/i/,_/g/i/_/_/,_/g/h/e/e/_/_/_/
loon,602.0,0.000602,l/u/n,_/l/u/n/_/,_/_/l/o/o/n/_/_/
loom,5260.0,0.00526,l/u/m,_/l/u/m/_/,_/_/l/o/o/m/_/_/
look,644397.0,0.644397,l/U/k,_/l/U/k/_/,_/_/l/o/o/k/_/_/
rope,11400.0,0.0114,r/oU/p,_/r/o/p/_/,_/_/r/o/p/e/_/_/
loot,1664.0,0.001664,l/u/t,_/l/u/t/_/,_/_/l/o/o/t/_/_/
loop,8775.0,0.008775,l/u/p,_/l/u/p/_/,_/_/l/o/o/p/_/_/
hoax,1132.0,0.001132,h/oU/ks,_/h/o/k/s/,_/_/h/o/a/x/_/_/
hoar,25.0,2.5e-05,h/oU/r,_/h/o/r/_/,_/_/h/o/a/r/_/_/
brome,19.0,1.9e-05,br/oU/m,b/r/o/m/_/,_/b/r/o/m/e/_/_/
chore,4120.0,0.00412,/tS/oU/r,_/C/o/r/_/,_/c/h/o/r/e/_/_/
chord,2898.0,0.002898,k/O/rd,_/k/a/r/d/,_/c/h/o/r/d/_/_/
spathe,16.0,1.6e-05,sp/eI/D/,s/p/e/j/D/,_/s/p/a/t/h/e/_/
game,168309.0,0.168309,g/eI/m,_/g/e/j/m/,_/_/g/a/m/e/_/_/
sleigh,701.0,0.000701,sl/eI/,s/l/e/j/_/,_/s/l/e/i/g/h/_/
stem,18146.0,0.018146,st/E/m,s/t/E/m/_/,_/s/t/e/m/_/_/_/
