wordform,sum_freq,norm_freq,Moby_pron,Rep_P,Rep_O
spoke,946.0,0.000946,sp/oU/k,s/p/o/k/_/,_/s/p/o/k/e/_/_/
hurt,45123.0,0.045123,h/@/rt,_/h/^/r/t/,_/_/h/u/r/t/_/_/
hurl,3020.0,0.00302,h/@/rl,_/h/^/r/l/,_/_/h/u/r/l/_/_/
famed,2537.0,0.002537,f/eI/md,_/f/e/j/m/,_/_/f/a/m/e/d/_/
blade,11983.0,0.011983,bl/eI/d,b/l/e/j/d/,_/b/l/a/d/e/_/_/
dyke,84.0,8.4e-05,d/aI/k,_/d/a/j/k/,_/_/d/y/k/e/_/_/
chump,294.0,0.000294,/tS/@/mp,_/C/^/m/p/,_/c/h/u/m/p/_/_/
scourge,876.0,0.000876,sk/@/r/dZ/,s/k/^/r/J/,_/s/c/o/u/r/g/e/
wink,4380.0,0.00438,w/I/N/k,_/w/I/G/k/,_/_/w/i/n/k/_/_/
wing,22192.0,0.022192,w/I/N/,_/w/I/G/_/,_/_/w/i/n/g/_/_/
wind,56049.0,0.056049,w/I/nd,_/w/I/n/d/,_/_/w/i/n/d/_/_/
wine,32673.0,0.032673,w/aI/n,_/w/a/j/n/,_/_/w/i/n/e/_/_/
swathe,544.0,0.000544,sw/A/D/,s/w/a/D/_/,_/s/w/a/t/h/e/_/
waive,1591.0,0.001591,w/eI/v,_/w/e/j/v/,_/_/w/a/i/v/e/_/
knit,2528.0,0.002528,n/I/t,_/n/I/t/_/,_/k/n/i/t/_/_/_/
wasp,1862.0,0.001862,w/A/sp,_/w/a/s/p/,_/_/w/a/s/p/_/_/
wash,21992.0,0.021992,w/A/S/,_/w/a/S/_/,_/_/w/a/s/h/_/_/
drought,5052.0,0.005052,dr/AU/t,d/r/a/w/t/,_/d/r/o/u/g/h/t/
grove,6685.0,0.006685,gr/oU/v,g/r/o/v/_/,_/g/r/o/v/e/_/_/
bomb,24590.0,0.02459,b/A/m,_/b/a/m/_/,_/_/b/o/m/b/_/_/
gauge,5244.0,0.005244,g/eI/dZ/,_/g/e/j/J/,_/_/g/a/u/g/e/_/
theme,25568.0,0.025568,/T/i/m,_/T/i/m/_/,_/t/h/e/m/e/_/_/
mend,1815.0,0.001815,m/E/nd,_/m/E/n/d/,_/_/m/e/n/d/_/_/
fair,37933.0,0.037933,f/(@)/r,_/f/E/r/_/,_/_/f/a/i/r/_/_/
fail,56552.0,0.056552,f/eI/l,_/f/e/j/l/,_/_/f/a/i/l/_/_/
fain,119.0,0.000119,f/eI/n,_/f/e/j/n/,_/_/f/a/i/n/_/_/
best,47876.0,0.047876,b/E/st,_/b/E/s/t/,_/_/b/e/s/t/_/_/
score,68305.0,0.068305,sk/oU/r,s/k/o/r/_/,_/s/c/o/r/e/_/_/
scorn,1818.0,0.001818,sk/O/rn,s/k/a/r/n/,_/s/c/o/r/n/_/_/
vain,2697.0,0.002697,v/eI/n,_/v/e/j/n/,_/_/v/a/i/n/_/_/
chrome,1360.0,0.00136,kr/oU/m,k/r/o/m/_/,c/h/r/o/m/e/_/_/
life,381305.0,0.381305,l/aI/f,_/l/a/j/f/,_/_/l/i/f/e/_/_/
joust,302.0,0.000302,/dZ/AU/st,_/J/a/w/s/,_/_/j/o/u/s/t/_/
lift,41458.0,0.041458,l/I/ft,_/l/I/f/t/,_/_/l/i/f/t/_/_/
child,383737.0,0.383737,/tS/aI/ld,_/C/a/j/l/,_/c/h/i/l/d/_/_/
chill,9359.0,0.009359,/tS/I/l,_/C/I/l/_/,_/c/h/i/l/l/_/_/
plight,2758.0,0.002758,pl/aI/t,p/l/a/j/t/,_/p/l/i/g/h/t/_/
birth,28447.0,0.028447,b/@/r/T/,_/b/^/r/T/,_/_/b/i/r/t/h/_/
surf,5646.0,0.005646,s/@/rf,_/s/^/r/f/,_/_/s/u/r/f/_/_/
biff,37.0,3.7e-05,b/I/f,_/b/I/f/_/,_/_/b/i/f/f/_/_/
fop,86.0,8.6e-05,f/A/p,_/f/a/p/_/,_/_/f/o/p/_/_/_/
for,3804080.0,3.80408,f/O/r,_/f/a/r/_/,_/_/f/o/r/_/_/_/
fox,5047.0,0.005047,f/A/ks,_/f/a/k/s/,_/_/f/o/x/_/_/_/
foe,2788.0,0.002788,f/oU/,_/f/o/_/_/,_/_/f/o/e/_/_/_/
fog,6362.0,0.006362,f/A/g,_/f/a/g/_/,_/_/f/o/g/_/_/_/
fob,212.0,0.000212,f/A/b,_/f/a/b/_/,_/_/f/o/b/_/_/_/
gauze,860.0,0.00086,g/O/z,_/g/a/z/_/,_/_/g/a/u/z/e/_/
nought,65.0,6.5e-05,n/O/t,_/n/a/t/_/,_/_/n/o/u/g/h/t/
width,3476.0,0.003476,w/I/d/T/,_/w/I/d/T/,_/_/w/i/d/t/h/_/
pest,3431.0,0.003431,p/E/st,_/p/E/s/t/,_/_/p/e/s/t/_/_/
proud,20507.0,0.020507,pr/AU/d,p/r/a/w/d/,_/p/r/o/u/d/_/_/
snick,86.0,8.6e-05,sn/I/k,s/n/I/k/_/,_/s/n/i/c/k/_/_/
vet,3817.0,0.003817,v/E/t,_/v/E/t/_/,_/_/v/e/t/_/_/_/
vex,422.0,0.000422,v/E/ks,_/v/E/k/s/,_/_/v/e/x/_/_/_/
veg,121.0,0.000121,v/E/dZ/,_/v/E/J/_/,_/_/v/e/g/_/_/_/
vee,171.0,0.000171,v/i/,_/v/i/_/_/,_/_/v/e/e/_/_/_/
mourn,2470.0,0.00247,m/oU/rn,_/m/o/r/n/,_/_/m/o/u/r/n/_/
tear,40686.0,0.040686,t/(@)/r,_/t/E/r/_/,_/_/t/e/a/r/_/_/
teat,190.0,0.00019,t/i/t,_/t/i/t/_/,_/_/t/e/a/t/_/_/
teak,644.0,0.000644,t/i/k,_/t/i/k/_/,_/_/t/e/a/k/_/_/
team,156651.0,0.156651,t/i/m,_/t/i/m/_/,_/_/t/e/a/m/_/_/
love,200779.0,0.200779,l/@/v,_/l/^/v/_/,_/_/l/o/v/e/_/_/
jazz,12373.0,0.012373,/dZ/&/z,_/J/@/z/_/,_/_/j/a/z/z/_/_/
spot,50298.0,0.050298,sp/A/t,s/p/a/t/_/,_/s/p/o/t/_/_/_/
date,50189.0,0.050189,d/eI/t,_/d/e/j/t/,_/_/d/a/t/e/_/_/
spam,1240.0,0.00124,sp/&/m,s/p/@/m/_/,_/s/p/a/m/_/_/_/
gaff,187.0,0.000187,g/&/f,_/g/@/f/_/,_/_/g/a/f/f/_/_/
vote,82940.0,0.08294,v/oU/t,_/v/o/t/_/,_/_/v/o/t/e/_/_/
knead,1186.0,0.001186,n/i/d,_/n/i/d/_/,_/k/n/e/a/d/_/_/
take,676164.0,0.676164,t/eI/k,_/t/e/j/k/,_/_/t/a/k/e/_/_/
mince,3002.0,0.003002,m/I/ns,_/m/I/n/s/,_/_/m/i/n/c/e/_/
fife,194.0,0.000194,f/aI/f,_/f/a/j/f/,_/_/f/i/f/e/_/_/
robe,5576.0,0.005576,r/oU/b,_/r/o/b/_/,_/_/r/o/b/e/_/_/
gout,348.0,0.000348,g/AU/t,_/g/a/w/t/,_/_/g/o/u/t/_/_/
twit,142.0,0.000142,tw/I/t,t/w/I/t/_/,_/t/w/i/t/_/_/_/
twin,17364.0,0.017364,tw/I/n,t/w/I/n/_/,_/t/w/i/n/_/_/_/
twig,1897.0,0.001897,tw/I/g,t/w/I/g/_/,_/t/w/i/g/_/_/_/
chad,248.0,0.000248,/tS/&/d,_/C/@/d/_/,_/c/h/a/d/_/_/_/
breath,28810.0,0.02881,br/E/T/,b/r/E/T/_/,_/b/r/e/a/t/h/_/
girth,516.0,0.000516,g/@/r/T/,_/g/^/r/T/,_/_/g/i/r/t/h/_/
brow,5091.0,0.005091,br/AU/,b/r/a/w/_/,_/b/r/o/w/_/_/_/
gorse,71.0,7.1e-05,g/O/rs,_/g/a/r/s/,_/_/g/o/r/s/e/_/
skied,22.0,2.2e-05,sk/i/d,s/k/i/d/_/,_/s/k/i/e/d/_/_/
pow,435.0,0.000435,p/oU/,_/p/o/_/_/,_/_/p/o/w/_/_/_/
clan,4676.0,0.004676,kl/&/n,k/l/@/n/_/,_/c/l/a/n/_/_/_/
clam,2195.0,0.002195,kl/&/m,k/l/@/m/_/,_/c/l/a/m/_/_/_/
clad,1662.0,0.001662,kl/&/d,k/l/@/d/_/,_/c/l/a/d/_/_/_/
clay,9870.0,0.00987,kl/eI/,k/l/e/j/_/,_/c/l/a/y/_/_/_/
claw,4913.0,0.004913,kl/O/,k/l/a/_/_/,_/c/l/a/w/_/_/_/
clap,4142.0,0.004142,kl/&/p,k/l/@/p/_/,_/c/l/a/p/_/_/_/
tube,15264.0,0.015264,t/u/b,_/t/u/b/_/,_/_/t/u/b/e/_/_/
ace,3550.0,0.00355,/eI/s,_/_/e/j/s/,_/_/_/a/c/e/_/_/
act,116981.0,0.116981,/&/kt,_/_/@/k/t/,_/_/_/a/c/t/_/_/
flawed,3303.0,0.003303,fl/O/d,f/l/a/d/_/,_/f/l/a/w/e/d/_/
gone,22.0,2.2e-05,g/O/n,_/g/a/n/_/,_/_/g/o/n/e/_/_/
ad,24111.0,0.024111,/&/d,_/_/@/d/_/,_/_/_/a/d/_/_/_/
ah,11450.0,0.01145,/A/,_/_/a/_/_/,_/_/_/a/h/_/_/_/
am,8145.0,0.008145,/&/m,_/_/@/m/_/,_/_/_/a/m/_/_/_/
as,2747992.0,2.747992,/&/z,_/_/@/z/_/,_/_/_/a/s/_/_/_/
at,2275149.0,2.275149,/@/t,_/_/^/t/_/,_/_/_/a/t/_/_/_/
aw,1474.0,0.001474,/O/,_/_/a/_/_/,_/_/_/a/w/_/_/_/
ay,481.0,0.000481,/eI/,_/_/e/j/_/,_/_/_/a/y/_/_/_/
ax,1500.0,0.0015,/&/ks,_/_/@/k/s/,_/_/_/a/x/_/_/_/
slant,1641.0,0.001641,sl/&/nt,s/l/@/n/t/,_/s/l/a/n/t/_/_/
fresh,43729.0,0.043729,fr/E/S/,f/r/E/S/_/,_/f/r/e/s/h/_/_/
slang,974.0,0.000974,sl/&/N/,s/l/@/G/_/,_/s/l/a/n/g/_/_/
sync,1218.0,0.001218,s/I/N/k,_/s/I/G/k/,_/_/s/y/n/c/_/_/
grease,3439.0,0.003439,gr/i/z,g/r/i/z/_/,_/g/r/e/a/s/e/_/
nurse,25370.0,0.02537,n/@/rs,_/n/^/r/s/,_/_/n/u/r/s/e/_/
razz,105.0,0.000105,r/&/z,_/r/@/z/_/,_/_/r/a/z/z/_/_/
pick,94914.0,0.094914,p/I/k,_/p/I/k/_/,_/_/p/i/c/k/_/_/
raze,647.0,0.000647,r/eI/z,_/r/e/j/z/,_/_/r/a/z/e/_/_/
sense,120927.0,0.120927,s/E/ns,_/s/E/n/s/,_/_/s/e/n/s/e/_/
cline,55.0,5.5e-05,kl/aI/n,k/l/a/j/n/,_/c/l/i/n/e/_/_/
cling,6807.0,0.006807,kl/I/N/,k/l/I/G/_/,_/c/l/i/n/g/_/_/
clink,989.0,0.000989,kl/I/N/k,k/l/I/G/k/,_/c/l/i/n/k/_/_/
wrench,2753.0,0.002753,r/E/n/tS/,_/r/E/n/C/,_/w/r/e/n/c/h/_/
pant,16581.0,0.016581,p/&/nt,_/p/@/n/t/,_/_/p/a/n/t/_/_/
pang,1488.0,0.001488,p/&/N/,_/p/@/G/_/,_/_/p/a/n/g/_/_/
pane,1522.0,0.001522,pAn/eI/,p/n/e/j/_/,_/_/p/a/n/e/_/_/
stewed,170.0,0.00017,st/u/d,s/t/u/d/_/,_/s/t/e/w/e/d/_/
weed,8310.0,0.00831,w/i/d,_/w/i/d/_/,_/_/w/e/e/d/_/_/
guan,24.0,2.4e-05,gw/A/n,g/w/a/n/_/,_/_/g/u/a/n/_/_/
guar,21.0,2.1e-05,gw/A/r,g/w/a/r/_/,_/_/g/u/a/r/_/_/
grace,10327.0,0.010327,gr/eI/s,g/r/e/j/s/,_/g/r/a/c/e/_/_/
croon,764.0,0.000764,kr/u/n,k/r/u/n/_/,_/c/r/o/o/n/_/_/
steppe,509.0,0.000509,st/E/p,s/t/E/p/_/,_/s/t/e/p/p/e/_/
play,266390.0,0.26639,pl/eI/,p/l/e/j/_/,_/p/l/a/y/_/_/_/
tryst,311.0,0.000311,tr/I/st,t/r/I/s/t/,_/t/r/y/s/t/_/_/
yawn,1885.0,0.001885,/j/O/n,_/j/a/n/_/,_/_/_/y/a/w/n/_/
yawl,53.0,5.3e-05,/j/O/l,_/j/a/l/_/,_/_/_/y/a/w/l/_/
plan,170390.0,0.17039,pl/&/n,p/l/@/n/_/,_/p/l/a/n/_/_/_/
hipped,32.0,3.2e-05,h/I/pt,_/h/I/p/t/,_/_/h/i/p/p/e/d/
failed,4418.0,0.004418,f/eI/ld,_/f/e/j/l/,_/_/f/a/i/l/e/d/
sleeve,6854.0,0.006854,sl/i/v,s/l/i/v/_/,_/s/l/e/e/v/e/_/
set,193741.0,0.193741,s/E/t,_/s/E/t/_/,_/_/s/e/t/_/_/_/
sex,54854.0,0.054854,s/E/ks,_/s/E/k/s/,_/_/s/e/x/_/_/_/
see,808664.0,0.808664,s/i/,_/s/i/_/_/,_/_/s/e/e/_/_/_/
sea,46174.0,0.046174,s/i/,_/s/i/_/_/,_/_/s/e/a/_/_/_/
nope,1964.0,0.001964,n/oU/p,_/n/o/p/_/,_/_/n/o/p/e/_/_/
scamp,56.0,5.6e-05,sk/&/mp,s/k/@/m/p/,_/s/c/a/m/p/_/_/
whole,112664.0,0.112664,h/oU/l,_/h/o/l/_/,_/w/h/o/l/e/_/_/
drunk,9752.0,0.009752,dr/@/N/k,d/r/^/G/k/,_/d/r/u/n/k/_/_/
synth,96.0,9.6e-05,s/I/n/T/,_/s/I/n/T/,_/_/s/y/n/t/h/_/
firm,59910.0,0.05991,f/@/rm,_/f/^/r/m/,_/_/f/i/r/m/_/_/
fund,70075.0,0.070075,f/@/nd,_/f/^/n/d/,_/_/f/u/n/d/_/_/
wheeled,331.0,0.000331,w/i/ld,_/w/i/l/d/,_/w/h/e/e/l/e/d/
funk,1243.0,0.001243,f/@/N/k,_/f/^/G/k/,_/_/f/u/n/k/_/_/
mote,357.0,0.000357,m/oU/t,_/m/o/t/_/,_/_/m/o/t/e/_/_/
moth,2270.0,0.00227,m/O/T/,_/m/a/T/_/,_/_/m/o/t/h/_/_/
horde,1418.0,0.001418,h/oU/rd,_/h/o/r/d/,_/_/h/o/r/d/e/_/
canned,3249.0,0.003249,k/&/nd,_/k/@/n/d/,_/_/c/a/n/n/e/d/
hued,35.0,3.5e-05,h/j/u/d,h/j/u/d/_/,_/_/h/u/e/d/_/_/
bruit,22.0,2.2e-05,br/u/t,b/r/u/t/_/,_/b/r/u/i/t/_/_/
sight,27850.0,0.02785,s/aI/t,_/s/a/j/t/,_/_/s/i/g/h/t/_/
be,14388972.0,14.388972,b/i/,_/b/i/_/_/,_/_/b/e/_/_/_/_/
by,1735090.0,1.73509,b/aI/,_/b/a/j/_/,_/_/b/y/_/_/_/_/
chide,990.0,0.00099,/tS/aI/d,_/C/a/j/d/,_/c/h/i/d/e/_/_/
link,43441.0,0.043441,l/I/N/k,_/l/I/G/k/,_/_/l/i/n/k/_/_/
ling,852.0,0.000852,l/I/N/,_/l/I/G/_/,_/_/l/i/n/g/_/_/
line,174313.0,0.174313,l/aI/n,_/l/a/j/n/,_/_/l/i/n/e/_/_/
horned,520.0,0.00052,h/O/rnd,_/h/a/r/n/,_/_/h/o/r/n/e/d/
mood,16258.0,0.016258,m/u/d,_/m/u/d/_/,_/_/m/o/o/d/_/_/
code,28774.0,0.028774,k/oU/d,_/k/o/d/_/,_/_/c/o/d/e/_/_/
send,112005.0,0.112005,s/E/nd,_/s/E/n/d/,_/_/s/e/n/d/_/_/
moot,864.0,0.000864,m/u/t,_/m/u/t/_/,_/_/m/o/o/t/_/_/
twine,1046.0,0.001046,tw/aI/n,t/w/a/j/n/,_/t/w/i/n/e/_/_/
bird,39359.0,0.039359,b/@/rd,_/b/^/r/d/,_/_/b/i/r/d/_/_/
let,189055.0,0.189055,l/E/t,_/l/E/t/_/,_/_/l/e/t/_/_/_/
adze,42.0,4.2e-05,/&/dz,_/_/@/d/z/,_/_/_/a/d/z/e/_/
doubt,33057.0,0.033057,d/AU/t,_/d/a/w/t/,_/_/d/o/u/b/t/_/
slit,2399.0,0.002399,sl/I/t,s/l/I/t/_/,_/s/l/i/t/_/_/_/
drill,11383.0,0.011383,dr/I/l,d/r/I/l/_/,_/d/r/i/l/l/_/_/
bent,1293.0,0.001293,b/E/nt,_/b/E/n/t/,_/_/b/e/n/t/_/_/
high,307428.0,0.307428,h/aI/,_/h/a/j/_/,_/_/h/i/g/h/_/_/
stow,1249.0,0.001249,st/oU/,s/t/o/_/_/,_/s/t/o/w/_/_/_/
rille,19.0,1.9e-05,r/i/l,_/r/i/l/_/,_/_/r/i/l/l/e/_/
belch,764.0,0.000764,b/E/l/tS/,_/b/E/l/C/,_/_/b/e/l/c/h/_/
kiss,27484.0,0.027484,k/I/s,_/k/I/s/_/,_/_/k/i/s/s/_/_/
merge,4578.0,0.004578,m/@/r/dZ/,_/m/^/r/J/,_/_/m/e/r/g/e/_/
bad,160908.0,0.160908,b/&/d,_/b/@/d/_/,_/_/b/a/d/_/_/_/
czar,213.0,0.000213,z/A/r,_/z/a/r/_/,_/c/z/a/r/_/_/_/
spill,12352.0,0.012352,sp/I/l,s/p/I/l/_/,_/s/p/i/l/l/_/_/
spilt,62.0,6.2e-05,sp/I/lt,s/p/I/l/t/,_/s/p/i/l/t/_/_/
blown,540.0,0.00054,bl/oU/n,b/l/o/n/_/,_/b/l/o/w/n/_/_/
steel,18644.0,0.018644,st/i/l,s/t/i/l/_/,_/s/t/e/e/l/_/_/
steed,110.0,0.00011,st/i/d,s/t/i/d/_/,_/s/t/e/e/d/_/_/
steep,9825.0,0.009825,st/i/p,s/t/i/p/_/,_/s/t/e/e/p/_/_/
steer,5445.0,0.005445,st/i/r,s/t/i/r/_/,_/s/t/e/e/r/_/_/
heft,1159.0,0.001159,h/E/ft,_/h/E/f/t/,_/_/h/e/f/t/_/_/
soak,6797.0,0.006797,s/oU/k,_/s/o/k/_/,_/_/s/o/a/k/_/_/
soap,7175.0,0.007175,s/oU/p,_/s/o/p/_/,_/_/s/o/a/p/_/_/
soar,5250.0,0.00525,s/oU/r,_/s/o/r/_/,_/_/s/o/a/r/_/_/
flinch,2136.0,0.002136,fl/I/n/tS/,f/l/I/n/C/,_/f/l/i/n/c/h/_/
hope,132032.0,0.132032,h/oU/p,_/h/o/p/_/,_/_/h/o/p/e/_/_/
rein,3787.0,0.003787,r/eI/n,_/r/e/j/n/,_/_/r/e/i/n/_/_/
borscht,141.0,0.000141,b/O/r/S/t,_/b/a/r/S/,_/_/b/o/r/s/c/h/
grasp,10437.0,0.010437,gr/&/sp,g/r/@/s/p/,_/g/r/a/s/p/_/_/
drum,8255.0,0.008255,dr/@/m,d/r/^/m/_/,_/d/r/u/m/_/_/_/
drub,16.0,1.6e-05,dr/@/b,d/r/^/b/_/,_/d/r/u/b/_/_/_/
drug,98376.0,0.098376,dr/@/g,d/r/^/g/_/,_/d/r/u/g/_/_/_/
maul,358.0,0.000358,m/A/l,_/m/a/l/_/,_/_/m/a/u/l/_/_/
ripe,4089.0,0.004089,r/aI/p,_/r/a/j/p/,_/_/r/i/p/e/_/_/
lush,3416.0,0.003416,l/@/S/,_/l/^/S/_/,_/_/l/u/s/h/_/_/
lust,3008.0,0.003008,l/@/st,_/l/^/s/t/,_/_/l/u/s/t/_/_/
phi,939.0,0.000939,f/aI/,_/f/a/j/_/,_/p/h/i/_/_/_/_/
ball,50045.0,0.050045,b/O/l,_/b/a/l/_/,_/_/b/a/l/l/_/_/
balk,1672.0,0.001672,b/O/k,_/b/a/k/_/,_/_/b/a/l/k/_/_/
dusk,4030.0,0.00403,d/@/sk,_/d/^/s/k/,_/_/d/u/s/k/_/_/
bale,1799.0,0.001799,b/eI/l,_/b/e/j/l/,_/_/b/a/l/e/_/_/
bald,3934.0,0.003934,b/O/ld,_/b/a/l/d/,_/_/b/a/l/d/_/_/
dust,20244.0,0.020244,d/@/st,_/d/^/s/t/,_/_/d/u/s/t/_/_/
trudge,1671.0,0.001671,tr/@/dZ/,t/r/^/J/_/,_/t/r/u/d/g/e/_/
glut,708.0,0.000708,gl/@/t,g/l/^/t/_/,_/g/l/u/t/_/_/_/
glum,433.0,0.000433,gl/@/m,g/l/^/m/_/,_/g/l/u/m/_/_/_/
glue,5927.0,0.005927,gl/u/,g/l/u/_/_/,_/g/l/u/e/_/_/_/
taunt,2153.0,0.002153,t/O/nt,_/t/a/n/t/,_/_/t/a/u/n/t/_/
crisp,6656.0,0.006656,kr/I/sp,k/r/I/s/p/,_/c/r/i/s/p/_/_/
murk,263.0,0.000263,m/@/rk,_/m/^/r/k/,_/_/m/u/r/k/_/_/
thief,5658.0,0.005658,/T/i/f,_/T/i/f/_/,_/t/h/i/e/f/_/_/
gummed,45.0,4.5e-05,g/@/md,_/g/^/m/d/,_/_/g/u/m/m/e/d/
stage,57409.0,0.057409,st/eI/dZ/,s/t/e/j/J/,_/s/t/a/g/e/_/_/
count,41344.0,0.041344,k/AU/nt,_/k/a/w/n/,_/_/c/o/u/n/t/_/
smooth,21171.0,0.021171,sm/u/D/,s/m/u/D/_/,_/s/m/o/o/t/h/_/
tenth,2753.0,0.002753,t/E/n/T/,_/t/E/n/T/,_/_/t/e/n/t/h/_/
wreath,1796.0,0.001796,r/i/T/,_/r/i/T/_/,_/w/r/e/a/t/h/_/
disc,5920.0,0.00592,d/I/sk,_/d/I/s/k/,_/_/d/i/s/c/_/_/
near,86881.0,0.086881,n/i/r,_/n/i/r/_/,_/_/n/e/a/r/_/_/
smoke,28527.0,0.028527,sm/oU/k,s/m/o/k/_/,_/s/m/o/k/e/_/_/
glance,28278.0,0.028278,gl/&/ns,g/l/@/n/s/,_/g/l/a/n/c/e/_/
knoll,471.0,0.000471,n/oU/l,_/n/o/l/_/,_/k/n/o/l/l/_/_/
reign,4329.0,0.004329,r/eI/n,_/r/e/j/n/,_/_/r/e/i/g/n/_/
it,4453425.0,4.453425,/I/t,_/_/I/t/_/,_/_/_/i/t/_/_/_/
jess,25.0,2.5e-05,/dZ/E/s,_/J/E/s/_/,_/_/j/e/s/s/_/_/
fudge,1170.0,0.00117,f/@/dZ/,_/f/^/J/_/,_/_/f/u/d/g/e/_/
greet,8959.0,0.008959,gr/i/t,g/r/i/t/_/,_/g/r/e/e/t/_/_/
greek,12033.0,0.012033,gr/i/k,g/r/i/k/_/,_/g/r/e/e/k/_/_/
green,72458.0,0.072458,gr/i/n,g/r/i/n/_/,_/g/r/e/e/n/_/_/
greed,3217.0,0.003217,gr/i/d,g/r/i/d/_/,_/g/r/e/e/d/_/_/
then,625629.0,0.625629,/D/E/n,_/D/E/n/_/,_/t/h/e/n/_/_/_/
them,775168.0,0.775168,/D/E/m,_/D/E/m/_/,_/t/h/e/m/_/_/_/
thee,1609.0,0.001609,/D/i/,_/D/i/_/_/,_/t/h/e/e/_/_/_/
they,2131091.0,2.131091,/D/eI/,_/D/e/j/_/,_/t/h/e/y/_/_/_/
forth,21844.0,0.021844,f/oU/r/T/,_/f/o/r/T/,_/_/f/o/r/t/h/_/
grift,26.0,2.6e-05,gr/I/ft,g/r/I/f/t/,_/g/r/i/f/t/_/_/
hearse,427.0,0.000427,h/@/rs,_/h/^/r/s/,_/_/h/e/a/r/s/e/
tithe,180.0,0.00018,t/aI/D/,_/t/a/j/D/,_/_/t/i/t/h/e/_/
manned,921.0,0.000921,m/&/nd,_/m/@/n/d/,_/_/m/a/n/n/e/d/
shorts,5698.0,0.005698,/S/oU/rts,_/S/o/r/t/,_/s/h/o/r/t/s/_/
brief,22775.0,0.022775,br/i/f,b/r/i/f/_/,_/b/r/i/e/f/_/_/
do,2969535.0,2.969535,d/u/,_/d/u/_/_/,_/_/d/o/_/_/_/_/
psych,432.0,0.000432,s/aI/k,_/s/a/j/k/,_/p/s/y/c/h/_/_/
cop,19797.0,0.019797,k/A/p,_/k/a/p/_/,_/_/c/o/p/_/_/_/
cos,291.0,0.000291,k/oU/s,_/k/o/s/_/,_/_/c/o/s/_/_/_/
cot,1608.0,0.001608,k/A/t,_/k/a/t/_/,_/_/c/o/t/_/_/_/
cow,11692.0,0.011692,k/AU/,_/k/a/w/_/,_/_/c/o/w/_/_/_/
cob,613.0,0.000613,k/A/b,_/k/a/b/_/,_/_/c/o/b/_/_/_/
cog,615.0,0.000615,k/A/g,_/k/a/g/_/,_/_/c/o/g/_/_/_/
coo,1110.0,0.00111,k/O/O/,_/k/a/_/_/,_/_/c/o/o/_/_/_/
con,7141.0,0.007141,k/A/n,_/k/a/n/_/,_/_/c/o/n/_/_/_/
raid,7978.0,0.007978,r/eI/d,_/r/e/j/d/,_/_/r/a/i/d/_/_/
rail,10614.0,0.010614,r/eI/l,_/r/e/j/l/,_/_/r/a/i/l/_/_/
kept,109.0,0.000109,k/E/pt,_/k/E/p/t/,_/_/k/e/p/t/_/_/
taint,1708.0,0.001708,t/eI/nt,_/t/e/j/n/,_/_/t/a/i/n/t/_/
the,25131726.0,25.131726,/D/@/,_/D/^/_/_/,_/t/h/e/_/_/_/_/
barge,2404.0,0.002404,b/A/r/dZ/,_/b/a/r/J/,_/_/b/a/r/g/e/_/
cape,1888.0,0.001888,k/eI/p,_/k/e/j/p/,_/_/c/a/p/e/_/_/
theirs,4743.0,0.004743,/D/(@)/z,_/D/E/z/_/,_/t/h/e/i/r/s/_/
clomp,211.0,0.000211,kl/A/mp,k/l/a/m/p/,_/c/l/o/m/p/_/_/
lewd,505.0,0.000505,l/u/d,_/l/u/d/_/,_/_/l/e/w/d/_/_/
fight,85258.0,0.085258,f/aI/t,_/f/a/j/t/,_/_/f/i/g/h/t/_/
fizz,290.0,0.00029,f/I/z,_/f/I/z/_/,_/_/f/i/z/z/_/_/
veiled,819.0,0.000819,v/eI/ld,_/v/e/j/l/,_/_/v/e/i/l/e/d/
molt,332.0,0.000332,m/oU/lt,_/m/o/l/t/,_/_/m/o/l/t/_/_/
mold,7414.0,0.007414,m/oU/ld,_/m/o/l/d/,_/_/m/o/l/d/_/_/
mole,2151.0,0.002151,m/oU/l,_/m/o/l/_/,_/_/m/o/l/e/_/_/
flay,411.0,0.000411,fl/eI/,f/l/e/j/_/,_/f/l/a/y/_/_/_/
heed,2427.0,0.002427,h/i/d,_/h/i/d/_/,_/_/h/e/e/d/_/_/
grape,6243.0,0.006243,gr/eI/p,g/r/e/j/p/,_/g/r/a/p/e/_/_/
zone,23978.0,0.023978,z/oU/n,_/z/o/n/_/,_/_/z/o/n/e/_/_/
graph,7328.0,0.007328,gr/&/f,g/r/@/f/_/,_/g/r/a/p/h/_/_/
hump,1388.0,0.001388,h/@/mp,_/h/^/m/p/,_/_/h/u/m/p/_/_/
flash,20789.0,0.020789,fl/&/S/,f/l/@/S/_/,_/f/l/a/s/h/_/_/
blast,11549.0,0.011549,bl/&/st,b/l/@/s/t/,_/b/l/a/s/t/_/_/
helm,2156.0,0.002156,h/E/lm,_/h/E/l/m/,_/_/h/e/l/m/_/_/
burg,143.0,0.000143,b/@/rg,_/b/^/r/g/,_/_/b/u/r/g/_/_/
bole,57.0,5.7e-05,b/oU/l,_/b/o/l/_/,_/_/b/o/l/e/_/_/
chuff,37.0,3.7e-05,/tS/@/f,_/C/^/f/_/,_/c/h/u/f/f/_/_/
change,265482.0,0.265482,/tS/eI/n/dZ/,_/C/e/j/n/,_/c/h/a/n/g/e/_/
eke,534.0,0.000534,/i/k,_/_/i/k/_/,_/_/_/e/k/e/_/_/
