wordform,sum_freq,norm_freq,log_freq,Moby_pron,Rep_P,Rep_O
barque,32,0.07111111099999999,0.05,b/A/rk,_/_/b/a/r/k/_/,_/_/b/a/r/q/u/e/
spic,69,0.15333333300000002,0.05,sp/I/k,_/s/p/I/k/_/_/,_/s/p/i/c/_/_/_/
spin,20802,46.22666667,0.352682501867865,sp/I/n,_/s/p/I/n/_/_/,_/s/p/i/n/_/_/_/
boule,18,0.04,0.05,b/u/l,_/_/b/u/l/_/_/,_/_/b/o/u/l/e/_/
honk,1361,3.024444444,0.12738670482377518,h/A/N/k,_/_/h/a/G/k/_/,_/_/h/o/n/k/_/_/
split,16986,37.74666667,0.3345757461492787,spl/I/t,s/p/l/I/t/_/_/,s/p/l/i/t/_/_/_/
boiled,1031,2.291111111,0.10898282629884881,b/Oi/ld,_/_/b/o/j/l/d/,_/_/b/o/i/l/e/d/
plaque,3188,7.084444444,0.19120461484492246,pl/&/k,_/p/l/@/k/_/_/,_/p/l/a/q/u/e/_/
hah,612,1.36,0.07855724308458509,h/A/,_/_/h/a/_/_/_/,_/_/h/a/h/_/_/_/
ham,4237,9.415555556000001,0.21438389262524105,h/&/m,_/_/h/@/m/_/_/,_/_/h/a/m/_/_/_/
hag,330,0.7333333329999999,0.050322644944210126,h/&/g,_/_/h/@/g/_/_/,_/_/h/a/g/_/_/_/
hay,3077,6.837777778,0.188369728130121,h/eI/,_/_/h/e/j/_/_/,_/_/h/a/y/_/_/_/
haw,234,0.52,0.05,h/O/,_/_/h/a/_/_/_/,_/_/h/a/w/_/_/_/
flub,110,0.244444444,0.05,fl/@/b,_/f/l/^/b/_/_/,_/f/l/u/b/_/_/_/
crowd,41263,91.69555556,0.41437852323377117,kr/AU/d,_/k/r/a/w/d/_/,_/c/r/o/w/d/_/_/
czech,3581,7.957777778,0.20058949191805253,/tS/E/k,_/_/C/E/k/_/_/,_/c/z/e/c/h/_/_/
crown,10258,22.79555556,0.2899711410184768,kr/AU/n,_/k/r/a/w/n/_/,_/c/r/o/w/n/_/_/
tame,2744,6.097777777999999,0.17929653265405732,t/eI/m,_/_/t/e/j/m/_/,_/_/t/a/m/e/_/_/
tamp,427,0.948888889,0.06104623577361319,t/&/mp,_/_/t/@/m/p/_/,_/_/t/a/m/p/_/_/
smashed,596,1.324444444,0.07716840409505213,sm/&/S/t,_/s/m/@/S/t/_/,_/s/m/a/s/h/e/d/
role,101066,224.5911111,0.4957482881315135,r/oU/l,_/_/r/o/l/_/_/,_/_/r/o/l/e/_/_/
roll,49571,110.1577778,0.43099549847402696,r/oU/l,_/_/r/o/l/_/_/,_/_/r/o/l/l/_/_/
gown,5603,12.45111111,0.23778298488798616,g/AU/n,_/_/g/a/w/n/_/,_/_/g/o/w/n/_/_/
chain,23842,52.98222222,0.36491408924214025,/tS/eI/n,_/_/C/e/j/n/_/,_/c/h/a/i/n/_/_/
chair,52125,115.8333333,0.43555140046783386,/tS/@/r,_/_/C/^/r/_/_/,_/c/h/a/i/r/_/_/
jerk,7442,16.53777778,0.2620543488739744,/dZ/@/rk,_/_/J/^/r/k/_/,_/_/j/e/r/k/_/_/
choice,69639,154.7533333,0.46185650358962904,/tS/Oi/s,_/_/C/o/j/s/_/,_/c/h/o/i/c/e/_/
boost,13226,29.39111111,0.3123538058824723,b/u/st,_/_/b/u/s/t/_/,_/_/b/o/o/s/t/_/
ref,800,1.777777778,0.09346883990958631,r/E/f,_/_/r/E/f/_/_/,_/_/r/e/f/_/_/_/
fledge,117,0.26,0.05,fl/E/dZ/,_/f/l/E/J/_/_/,_/f/l/e/d/g/e/_/
queue,1316,2.924444444,0.1250846764883244,k/j/u/,_/k/j/u/_/_/_/,_/_/q/u/e/u/e/_/
wane,1772,3.937777778,0.1460986114884403,w/eI/n,_/_/w/e/j/n/_/,_/_/w/a/n/e/_/_/
mange,65,0.144444444,0.05,m/eI/n/dZ/,_/_/m/e/j/n/J/,_/_/m/a/n/g/e/_/
yearn,2277,5.06,0.164834844826895,/j/@/rn,_/_/j/^/r/n/_/,_/_/_/y/e/a/r/n/
jig,1651,3.668888889,0.14097580719257857,/dZ/I/g,_/_/J/I/g/_/_/,_/_/j/i/g/_/_/_/
jib,128,0.284444444,0.05,/dZ/I/b,_/_/J/I/b/_/_/,_/_/j/i/b/_/_/_/
aft,1452,3.226666667,0.13187206787461503,/&/ft,_/_/_/@/f/t/_/,_/_/_/a/f/t/_/_/
plunk,815,1.811111111,0.09456016111336363,pl/@/N/k,_/p/l/^/G/k/_/,_/p/l/u/n/k/_/_/
troll,2374,5.2755555560000005,0.16803255351106458,tr/oU/l,_/t/r/o/l/_/_/,_/t/r/o/l/l/_/_/
byte,869,1.931111111,0.09838452019224045,b/aI/t,_/_/b/a/j/t/_/,_/_/b/y/t/e/_/_/
one,1300648,2890.328889,0.7291110909012448,w/@/n,_/_/w/^/n/_/_/,_/_/_/o/n/e/_/_/
veldt,65,0.144444444,0.05,f/E/lt,_/_/f/E/l/t/_/,_/_/v/e/l/d/t/_/
shawl,1328,2.9511111110000003,0.12570423649600423,/S/O/l,_/_/S/a/l/_/_/,_/s/h/a/w/l/_/_/
snatch,4742,10.53777778,0.22374551861450712,sn/&/t/S/,_/s/n/@/t/S/_/,_/s/n/a/t/c/h/_/
sioux,989,2.1977777780000003,0.10635079791468391,s/u/,_/_/s/u/_/_/_/,_/_/s/i/o/u/x/_/
zoo,5808,12.90666667,0.24083014207530778,z/u/,_/_/z/u/_/_/_/,_/_/z/o/o/_/_/_/
tike,101,0.224444444,0.05,t/aI/k,_/_/t/a/j/k/_/,_/_/t/i/k/e/_/_/
west,67220,149.37777780000005,0.4586431782135518,w/E/st,_/_/w/E/s/t/_/,_/_/w/e/s/t/_/_/
world,345736,768.3022222,0.6079820996988108,w/@/rld,_/_/w/^/r/l/d/,_/_/w/o/r/l/d/_/
gleam,2355,5.233333333,0.16741493800917523,gl/i/m,_/g/l/i/m/_/_/,_/g/l/e/a/m/_/_/
glean,1501,3.335555556,0.13419916582959823,gl/i/n,_/g/l/i/n/_/_/,_/g/l/e/a/n/_/_/
with,3095076,6877.946667,0.808408261643796,w/I/D/,_/_/w/I/D/_/_/,_/_/w/i/t/h/_/_/
pull,103101,229.1133333,0.49756412599883965,p/U/l,_/_/p/U/l/_/_/,_/_/p/u/l/l/_/_/
rush,31132,69.18222222,0.3889242264654321,r/@/S/,_/_/r/^/S/_/_/,_/_/r/u/s/h/_/_/
tripe,145,0.322222222,0.05,tr/aI/p,_/t/r/a/j/p/_/,_/t/r/i/p/e/_/_/
ruse,616,1.3688888890000002,0.07890118338246618,r/u/z,_/_/r/u/z/_/_/,_/_/r/u/s/e/_/_/
pulp,2248,4.995555556,0.16385671485311082,p/@/lp,_/_/p/^/l/p/_/,_/_/p/u/l/p/_/_/
rust,2519,5.597777777999999,0.17261343834287335,r/@/st,_/_/r/^/s/t/_/,_/_/r/u/s/t/_/_/
creak,1709,3.797777778,0.14346718396035782,kr/i/k,_/k/r/i/k/_/_/,_/c/r/e/a/k/_/_/
cream,23073,51.27333333,0.36197106521942796,kr/i/m,_/k/r/i/m/_/_/,_/c/r/e/a/m/_/_/
thorn,1413,3.14,0.12997663093346937,/T/O/rn,_/_/T/a/r/n/_/,_/t/h/o/r/n/_/_/
norm,10627,23.61555556,0.29307073293144975,n/O/rm,_/_/n/a/r/m/_/,_/_/n/o/r/m/_/_/
sand,18693,41.54,0.3431207335514005,s/&/nd,_/_/s/@/n/d/_/,_/_/s/a/n/d/_/_/
sane,1863,4.14,0.14977072906812233,s/eI/n,_/_/s/e/j/n/_/,_/_/s/a/n/e/_/_/
small,212730,472.73333330000014,0.5636251146412794,sm/O/l,_/s/m/a/l/_/_/,_/s/m/a/l/l/_/_/
past,152042,337.8711111,0.5329743674361678,p/&/st,_/_/p/@/s/t/_/,_/_/p/a/s/t/_/_/
pass,107400,238.6666667,0.5012855955201329,p/&/s,_/_/p/@/s/_/_/,_/_/p/a/s/s/_/_/
clock,15036,33.41333333,0.32372520914979985,kl/A/k,_/k/l/a/k/_/_/,_/c/l/o/c/k/_/_/
corked,47,0.104444444,0.05,k/O/rkt,_/_/k/a/r/k/t/,_/_/c/o/r/k/e/d/
full,92965,206.5888889,0.4881397344547707,f/U/l,_/_/f/U/l/_/_/,_/_/f/u/l/l/_/_/
hash,1138,2.528888889,0.11536483115231383,h/&/S/,_/_/h/@/S/_/_/,_/_/h/a/s/h/_/_/
hasp,39,0.08666666699999999,0.05,h/&/sp,_/_/h/@/s/p/_/,_/_/h/a/s/p/_/_/
suave,418,0.928888889,0.06010251153966485,sw/A/v,_/s/w/a/v/_/_/,_/_/s/u/a/v/e/_/
plink,123,0.273333333,0.05,pl/I/N/k,_/p/l/I/G/k/_/,_/p/l/i/n/k/_/_/
morn,580,1.288888889,0.07575815638108868,m/O/rn,_/_/m/a/r/n/_/,_/_/m/o/r/n/_/_/
more,1081638,2403.64,0.712248385376118,m/oU/r,_/_/m/o/r/_/_/,_/_/m/o/r/e/_/_/
door,142467,316.5933333,0.5270415443820863,d/oU/r,_/_/d/o/r/_/_/,_/_/d/o/o/r/_/_/
doom,4951,11.00222222,0.2273561059185922,d/u/m,_/_/d/u/m/_/_/,_/_/d/o/o/m/_/_/
learn,127745,283.8777778,0.5170957455618536,l/@/rn,_/_/l/^/r/n/_/,_/_/l/e/a/r/n/_/
grope,1851,4.113333333,0.14929484757127837,gr/oU/p,_/g/r/o/p/_/_/,_/g/r/o/p/e/_/_/
sikh,713,1.584444444,0.08686883281177928,s/i/k,_/_/s/i/k/_/_/,_/_/s/i/k/h/_/_/
huge,49849,110.7755556,0.43150255056506426,h/j/u/dZ/,_/h/j/u/J/_/_/,_/_/h/u/g/e/_/_/
scots,209,0.464444444,0.05,sk/A/ts,_/s/k/a/t/s/_/,_/s/c/o/t/s/_/_/
sauce,19448,43.21777778,0.3466596828918782,s/O/s,_/_/s/a/s/_/_/,_/_/s/a/u/c/e/_/
swipe,1798,3.995555556,0.14716291354838962,sw/aI/p,_/s/w/a/j/p/_/,_/s/w/i/p/e/_/_/
saint,7899,17.55333333,0.267204408671252,s/eI/nt,_/_/s/e/j/n/t/,_/_/s/a/i/n/t/_/
waft,1454,3.231111111,0.13196821922470853,w/&/ft,_/_/w/@/f/t/_/,_/_/w/a/f/t/_/_/
blond,6832,15.18222222,0.25469468383190597,bl/A/nd,_/b/l/a/n/d/_/,_/b/l/o/n/d/_/_/
sell,78151,173.66888889999996,0.4723427275228424,s/E/l,_/_/s/E/l/_/_/,_/_/s/e/l/l/_/_/
self,18750,41.66666667,0.34339274255268354,s/E/lf,_/_/s/E/l/f/_/,_/_/s/e/l/f/_/_/
kraal,31,0.06888888900000001,0.05,kr/A/l,_/k/r/a/l/_/_/,_/k/r/a/a/l/_/_/
seize,10659,23.68666667,0.29333464876260357,s/i/z,_/_/s/i/z/_/_/,_/_/s/e/i/z/e/_/
barred,307,0.682222222,0.05,b/A/rd,_/_/b/a/r/d/_/,_/_/b/a/r/r/e/d/
twill,172,0.3822222220000001,0.05,tw/I/l,_/t/w/I/l/_/_/,_/t/w/i/l/l/_/_/
thrive,5601,12.44666667,0.2377527509422885,/T/r/aI/v,_/T/r/a/j/v/_/,t/h/r/i/v/e/_/_/
lass,506,1.124444444,0.06893716087254582,l/&/s,_/_/l/@/s/_/_/,_/_/l/a/s/s/_/_/
last,366756,815.0133333,0.6133750247442596,l/&/st,_/_/l/@/s/t/_/,_/_/l/a/s/t/_/_/
lash,3997,8.882222222000001,0.20957500765345297,l/&/S/,_/_/l/@/S/_/_/,_/_/l/a/s/h/_/_/
bell,14235,31.63333333,0.3188662969016207,b/E/l,_/_/b/E/l/_/_/,_/_/b/e/l/l/_/_/
belt,16732,37.18222222,0.333233186101143,b/E/lt,_/_/b/E/l/t/_/,_/_/b/e/l/t/_/_/
vow,7332,16.29333333,0.2607702035899009,v/AU/,_/_/v/a/w/_/_/,_/_/v/o/w/_/_/_/
salve,451,1.002222222,0.06351625332744125,s/&/v,_/_/s/@/v/_/_/,_/_/s/a/l/v/e/_/
reap,2723,6.051111111,0.1786930285869161,r/i/p,_/_/r/i/p/_/_/,_/_/r/e/a/p/_/_/
queen,17039,37.86444444,0.3348534193318291,kw/i/n,_/k/w/i/n/_/_/,_/_/q/u/e/e/n/_/
spine,5894,13.09777778,0.2420788471992717,sp/aI/n,_/s/p/a/j/n/_/,_/s/p/i/n/e/_/_/
bounce,10433,23.18444444,0.291454236017113,b/AU/ns,_/_/b/a/w/n/s/,_/_/b/o/u/n/c/e/
cupped,337,0.7488888890000001,0.05114002892722877,k/@/pt,_/_/k/^/p/t/_/,_/_/c/u/p/p/e/d/
span,8339,18.53111111,0.27190315680964205,sp/&/n,_/s/p/@/n/_/_/,_/s/p/a/n/_/_/_/
sock,7611,16.91333333,0.26399279956607724,s/A/k,_/_/s/a/k/_/_/,_/_/s/o/c/k/_/_/
spay,212,0.471111111,0.05,sp/eI/,_/s/p/e/j/_/_/,_/s/p/a/y/_/_/_/
spar,612,1.36,0.07855724308458509,sp/A/r,_/s/p/a/r/_/_/,_/s/p/a/r/_/_/_/
spat,467,1.037777778,0.06512664494337904,sp/&/t,_/s/p/@/t/_/_/,_/s/p/a/t/_/_/_/
haunt,5773,12.82888889,0.24031702792633586,h/O/nt,_/_/h/a/n/t/_/,_/_/h/a/u/n/t/_/
char,967,2.148888889,0.10494129088129785,/tS/A/r,_/_/C/a/r/_/_/,_/c/h/a/r/_/_/_/
chap,1259,2.797777778,0.12208307399761811,/tS/A/p,_/_/C/a/p/_/_/,_/c/h/a/p/_/_/_/
chaw,45,0.1,0.05,/tS/O/,_/_/C/a/_/_/_/,_/c/h/a/w/_/_/_/
chat,8914,19.80888889,0.2777008993351568,/tS/&/t,_/_/C/@/t/_/_/,_/c/h/a/t/_/_/_/
lane,13804,30.67555556,0.31614096098887134,l/eI/n,_/_/l/e/j/n/_/,_/_/l/a/n/e/_/_/
land,96624,214.72,0.49165485406166315,l/&/nd,_/_/l/@/n/d/_/,_/_/l/a/n/d/_/_/
lank,164,0.364444444,0.05,l/&/N/k,_/_/l/@/G/k/_/,_/_/l/a/n/k/_/_/
crease,1892,4.204444444,0.15091065886686209,kr/i/s,_/k/r/i/s/_/_/,_/c/r/e/a/s/e/_/
crook,2267,5.037777778,0.16449873860968087,kr/U/k,_/k/r/U/k/_/_/,_/c/r/o/o/k/_/_/
lube,435,0.966666667,0.06187700662617402,l/u/b,_/_/l/u/b/_/_/,_/_/l/u/b/e/_/_/
next,234819,521.82,0.5726451610450629,n/E/kst,_/_/n/E/k/s/t/,_/_/n/e/x/t/_/_/
babe,3792,8.426666667000001,0.20525724424099645,b/eI/b,_/_/b/e/j/b/_/,_/_/b/a/b/e/_/_/
larch,23,0.051111111,0.05,l/A/r/tS/,_/_/l/a/r/C/_/,_/_/l/a/r/c/h/_/
wedge,6136,13.63555556,0.2455038563748653,w/E/dZ/,_/_/w/E/J/_/_/,_/_/w/e/d/g/e/_/
lock,26860,59.68888889,0.3756278711453477,l/A/k,_/_/l/a/k/_/_/,_/_/l/o/c/k/_/_/
loch,24,0.053333333,0.05,l/A/k,_/_/l/a/k/_/_/,_/_/l/o/c/h/_/_/
chow,258,0.573333333,0.05,/tS/AU/,_/_/C/a/w/_/_/,_/c/h/o/w/_/_/_/
thigh,7730,17.17777778,0.26533351359814306,/T/aI/,_/_/T/a/j/_/_/,_/t/h/i/g/h/_/_/
mute,2018,4.484444444,0.15570489051461756,m/j/u/t,_/m/j/u/t/_/_/,_/_/m/u/t/e/_/_/
mutt,688,1.528888889,0.08488074916153972,m/@/t,_/_/m/^/t/_/_/,_/_/m/u/t/t/_/_/
snake,10940,24.31111111,0.29562003634003414,sn/eI/k,_/s/n/e/j/k/_/,_/s/n/a/k/e/_/_/
scorch,810,1.8,0.0941978318895547,sk/O/r/tS/,_/s/k/a/r/C/_/,_/s/c/o/r/c/h/_/
bump,9786,21.74666667,0.2858468425374785,b/@/mp,_/_/b/^/m/p/_/,_/_/b/u/m/p/_/_/
yous,105,0.233333333,0.05,/j/u/z,_/_/j/u/z/_/_/,_/_/_/y/o/u/s/_/
could,711592,1581.315556,0.6739596569027037,k/U/d,_/_/k/U/d/_/_/,_/_/c/o/u/l/d/_/
length,22688,50.41777778,0.36046129547167033,l/E/N/k/T/,_/_/l/E/G/k/T/,_/_/l/e/n/g/t/h/
scene,58656,130.3466667,0.4462638890546404,s/i/n,_/_/s/i/n/_/_/,_/s/c/e/n/e/_/_/
scent,7918,17.59555556,0.2674123734095647,s/E/nt,_/_/s/E/n/t/_/,_/s/c/e/n/t/_/_/
FALSE,14992,33.31555556,0.3234648964977909,f/O/ls,_/_/f/a/l/s/_/,_/_/f/a/l/s/e/_/
brew,2408,5.351111111,0.16912746004237808,br/u/,_/b/r/u/_/_/_/,_/b/r/e/w/_/_/_/
jay,1204,2.675555556,0.11909033581746983,/dZ/eI/,_/_/J/e/j/_/_/,_/_/j/a/y/_/_/_/
jaw,8205,18.23333333,0.2704975577927565,/dZ/O/,_/_/J/a/_/_/_/,_/_/j/a/w/_/_/_/
jar,8070,17.93333333,0.26905928870755497,/dZ/A/r,_/_/J/a/r/_/_/,_/_/j/a/r/_/_/_/
jam,9419,20.93111111,0.2825063968700421,/dZ/&/m,_/_/J/@/m/_/_/,_/_/j/a/m/_/_/_/
tape,32736,72.74666667,0.3934566122367197,t/eI/p,_/_/t/e/j/p/_/,_/_/t/a/p/e/_/_/
jag,72,0.16,0.05,/dZ/&/g,_/_/J/@/g/_/_/,_/_/j/a/g/_/_/_/
jab,2162,4.804444444,0.16089300224580652,/dZ/&/b,_/_/J/@/b/_/_/,_/_/j/a/b/_/_/_/
wring,1595,3.544444444,0.1385042007279089,r/I/N/,_/_/r/I/G/_/_/,_/w/r/i/n/g/_/_/
stuff,55920,124.26666670000002,0.4419277836988429,st/@/f,_/s/t/^/f/_/_/,_/s/t/u/f/f/_/_/
frame,32136,71.41333333,0.39178738127954016,fr/eI/m,_/f/r/e/j/m/_/,_/f/r/a/m/e/_/_/
off,334686,743.7466667,0.6050142484771648,/O/f,_/_/_/a/f/_/_/,_/_/_/o/f/f/_/_/
oft,324,0.72,0.05,/O/ft,_/_/_/a/f/t/_/,_/_/_/o/f/t/_/_/
web,39335,87.41111111,0.4100490476430651,w/E/b,_/_/w/E/b/_/_/,_/_/w/e/b/_/_/_/
wee,1694,3.764444444,0.14282933792671126,w/i/,_/_/w/i/_/_/_/,_/_/w/e/e/_/_/_/
wed,982,2.182222222,0.1059046694857481,w/E/d,_/_/w/E/d/_/_/,_/_/w/e/d/_/_/_/
crack,23439,52.08666667,0.36338358851390806,kr/&/k,_/k/r/@/k/_/_/,_/c/r/a/c/k/_/_/
pied,284,0.6311111110000001,0.05,p/aI/d,_/_/p/a/j/d/_/,_/_/p/i/e/d/_/_/
crud,343,0.762222222,0.05183487789816011,kr/@/d,_/k/r/^/d/_/_/,_/c/r/u/d/_/_/_/
crux,716,1.591111111,0.0871045255525124,kr/@/ks,_/k/r/^/k/s/_/,_/c/r/u/x/_/_/_/
crus,32,0.07111111099999999,0.05,kr/@/s,_/k/r/^/s/_/_/,_/c/r/u/s/_/_/_/
pier,3186,7.08,0.1911543052471753,p/i/r,_/_/p/i/r/_/_/,_/_/p/i/e/r/_/_/
bulge,2738,6.084444444,0.17912450875833594,b/@/l/dZ/,_/_/b/^/l/J/_/,_/_/b/u/l/g/e/_/
sprain,743,1.651111111,0.0891988741343909,spr/eI/n,s/p/r/e/j/n/_/,s/p/r/a/i/n/_/_/
flush,6372,14.16,0.24872482898713047,fl/@/S/,_/f/l/^/S/_/_/,_/f/l/u/s/h/_/_/
khat,67,0.148888889,0.05,k/A/t,_/_/k/a/t/_/_/,_/k/h/a/t/_/_/_/
worth,44661,99.24666667,0.421543250170561,w/@/r/T/,_/_/w/^/r/T/_/,_/_/w/o/r/t/h/_/
bra,2984,6.631111111,0.18592499568920168,br/A/,_/b/r/a/_/_/_/,_/b/r/a/_/_/_/_/
plot,16787,37.30444444,0.33352557372197733,pl/A/t,_/p/l/a/t/_/_/,_/p/l/o/t/_/_/_/
plow,3642,8.093333333,0.20196358363724673,pl/AU/,_/p/l/a/w/_/_/,_/p/l/o/w/_/_/_/
plop,1535,3.4111111110000003,0.1357797906779821,pl/A/p,_/p/l/a/p/_/_/,_/p/l/o/p/_/_/_/
ploy,1259,2.797777778,0.12208307399761811,pl/Oi/,_/p/l/o/j/_/_/,_/p/l/o/y/_/_/_/
plod,808,1.7955555559999998,0.09405249746472957,pl/A/d,_/p/l/a/d/_/_/,_/p/l/o/d/_/_/_/
err,1053,2.34,0.11033186966445496,/@/r,_/_/_/^/r/_/_/,_/_/_/e/r/r/_/_/
ere,427,0.948888889,0.06104623577361319,/@/r,_/_/_/^/r/_/_/,_/_/_/e/r/e/_/_/
flunk,738,1.64,0.08881463161480463,fl/@/N/k,_/f/l/^/G/k/_/,_/f/l/u/n/k/_/_/
nuts,775,1.722222222,0.09162053439875485,n/@/ts,_/_/n/^/t/s/_/,_/_/n/u/t/s/_/_/
hone,2210,4.911111111,0.16255899081173783,h/oU/n,_/_/h/o/n/_/_/,_/_/h/o/n/e/_/_/
arch,6352,14.11555556,0.24845622045248178,/A/r/tS/,_/_/_/a/r/C/_/,_/_/_/a/r/c/h/_/
safe,40744,90.54222222,0.4132330735636319,s/eI/f,_/_/s/e/j/f/_/,_/_/s/a/f/e/_/_/
sled,1784,3.964444444,0.1465913667625384,sl/E/d,_/s/l/E/d/_/_/,_/s/l/e/d/_/_/_/
slew,1452,3.226666667,0.13187206787461503,sl/u/,_/s/l/u/_/_/_/,_/s/l/e/w/_/_/_/
hoofed,70,0.15555555599999998,0.05,h/U/ft,_/_/h/U/f/t/_/,_/_/h/o/o/f/e/d/
drench,1151,2.557777778,0.11611073941648105,dr/E/n/tS/,_/d/r/E/n/C/_/,_/d/r/e/n/c/h/_/
sprig,1911,4.246666667,0.15164988135705076,spr/I/g,s/p/r/I/g/_/_/,s/p/r/i/g/_/_/_/
guild,2667,5.926666667,0.1770639462555589,g/I/ld,_/_/g/I/l/d/_/,_/_/g/u/i/l/d/_/
guile,226,0.502222222,0.05,g/aI/l,_/_/g/a/j/l/_/,_/_/g/u/i/l/e/_/
guilt,8772,19.49333333,0.2763029061749769,g/I/lt,_/_/g/I/l/t/_/,_/_/g/u/i/l/t/_/
cadge,66,0.146666667,0.05,k/&/dZ/,_/_/k/@/J/_/_/,_/_/c/a/d/g/e/_/
grave,14169,31.48666667,0.3184541880688223,gr/eI/v,_/g/r/e/j/v/_/,_/g/r/a/v/e/_/_/
swamp,5264,11.69777778,0.232510099683194,sw/A/mp,_/s/w/a/m/p/_/,_/s/w/a/m/p/_/_/
aunt,15626,34.72444444,0.32714604526696894,/&/nt,_/_/_/@/n/t/_/,_/_/_/a/u/n/t/_/
runt,204,0.453333333,0.05,r/@/nt,_/_/r/^/n/t/_/,_/_/r/u/n/t/_/_/
rune,378,0.84,0.055786238923927645,r/u/n,_/_/r/u/n/_/_/,_/_/r/u/n/e/_/_/
rung,894,1.986666667,0.10010233278919235,r/@/N/,_/_/r/^/G/_/_/,_/_/r/u/n/g/_/_/
drawl,1044,2.32,0.10978239047310738,dr/O/l,_/d/r/a/l/_/_/,_/d/r/a/w/l/_/_/
tone,22398,49.77333333,0.359307384501029,t/oU/n,_/_/t/o/n/_/_/,_/_/t/o/n/e/_/_/
tong,193,0.428888889,0.05,t/O/N/,_/_/t/a/G/_/_/,_/_/t/o/n/g/_/_/
sculpt,1105,2.455555556,0.11344359966855451,sk/@/lpt,_/s/k/^/l/p/t/,_/s/c/u/l/p/t/_/
hat,21173,47.05111111,0.3542658440875401,h/&/t,_/_/h/@/t/_/_/,_/_/h/a/t/_/_/_/
thrash,1377,3.06,0.12819144238393984,/T/r/&/S/,_/T/r/@/S/_/_/,t/h/r/a/s/h/_/_/
wheel,23689,52.64222222,0.36433604162182864,w/i/l,_/_/w/i/l/_/_/,_/w/h/e/e/l/_/_/
fuss,3133,6.962222222,0.18981091927128177,f/@/s,_/_/f/^/s/_/_/,_/_/f/u/s/s/_/_/
hang,39714,88.25333333,0.4109164560051632,h/&/N/,_/_/h/@/G/_/_/,_/_/h/a/n/g/_/_/
hand,277883,617.5177778,0.5880232616107068,h/&/nd,_/_/h/@/n/d/_/,_/_/h/a/n/d/_/_/
fuse,2922,6.493333333,0.18425810954095123,f/j/u/z,_/f/j/u/z/_/_/,_/_/f/u/s/e/_/_/
josh,85,0.188888889,0.05,/dZ/A/S/,_/_/J/a/S/_/_/,_/_/j/o/s/h/_/_/
shout,17283,38.40666667,0.3361210039068269,/S/AU/t,_/_/S/a/w/t/_/,_/s/h/o/u/t/_/_/
sparse,1592,3.537777778,0.13836988996065322,sp/A/rs,_/s/p/a/r/s/_/,_/s/p/a/r/s/e/_/
night,209805,466.23333330000014,0.5623611346356474,n/aI/t,_/_/n/a/j/t/_/,_/_/n/i/g/h/t/_/
born,41952,93.22666667,0.41587734387035435,b/O/rn,_/_/b/a/r/n/_/,_/_/b/o/r/n/_/_/
bore,6426,14.28,0.24944615737830483,b/oU/r,_/_/b/o/r/_/_/,_/_/b/o/r/e/_/_/
peek,4507,10.01555556,0.21950795315055577,p/i/k,_/_/p/i/k/_/_/,_/_/p/e/e/k/_/_/
peel,11111,24.69111111,0.29698335290710987,p/i/l,_/_/p/i/l/_/_/,_/_/p/e/e/l/_/_/
peer,27972,62.16,0.3792792086579103,p/i/r,_/_/p/i/r/_/_/,_/_/p/e/e/r/_/_/
peep,1236,2.746666667,0.12084345312810932,p/i/p,_/_/p/i/p/_/_/,_/_/p/e/e/p/_/_/
frill,489,1.086666667,0.06729564333326095,fr/I/l,_/f/r/I/l/_/_/,_/f/r/i/l/l/_/_/
boon,1362,3.026666667,0.12743720885065318,b/u/n,_/_/b/u/n/_/_/,_/_/b/o/o/n/_/_/
prayer,18848,41.88444444,0.34385852488215113,pr/@/r,_/p/r/^/r/_/_/,_/p/r/a/y/e/r/_/
test,120677,268.1711111,0.5119071896593765,t/E/st,_/_/t/E/s/t/_/,_/_/t/e/s/t/_/_/
faze,437,0.971111111,0.06208352590391388,f/eI/z,_/_/f/e/j/z/_/,_/_/f/a/z/e/_/_/
gun,55103,122.4511111,0.4405920969512317,g/@/n,_/_/g/^/n/_/_/,_/_/g/u/n/_/_/_/
gum,4460,9.911111111,0.21863636721876362,g/@/m,_/_/g/^/m/_/_/,_/_/g/u/m/_/_/_/
guv,44,0.097777778,0.05,g/@/v,_/_/g/^/v/_/_/,_/_/g/u/v/_/_/_/
gut,8372,18.60444444,0.2722460229430988,g/@/t,_/_/g/^/t/_/_/,_/_/g/u/t/_/_/_/
guy,132241,293.8688889,0.5202493898544377,g/aI/,_/_/g/a/j/_/_/,_/_/g/u/y/_/_/_/
cost,123692,274.8711111,0.5141565586885728,k/O/st,_/_/k/a/s/t/_/,_/_/c/o/s/t/_/_/
sieve,681,1.513333333,0.08431625544405541,s/I/v,_/_/s/I/v/_/_/,_/_/s/i/e/v/e/_/
slough,631,1.4022222219999998,0.08017956481727483,sl/AU/,_/s/l/a/w/_/_/,_/s/l/o/u/g/h/_/
cluck,733,1.628888889,0.08842876849778049,kl/@/k,_/k/l/^/k/_/_/,_/c/l/u/c/k/_/_/
chip,20167,44.81555556,0.3499072102952346,/tS/I/p,_/_/C/I/p/_/_/,_/c/h/i/p/_/_/_/
chit,165,0.3666666670000001,0.05,/tS/I/t,_/_/C/I/t/_/_/,_/c/h/i/t/_/_/_/
chin,8780,19.51111111,0.2763822367863122,/tS/I/n,_/_/C/I/n/_/_/,_/c/h/i/n/_/_/_/
