wordform,word_class,sum_freq,norm_freq,Moby_pron,Rep_P,Rep_O
count,vv,13860.0,30.8,k/AU/nt,_/_/k/a/w/n/t/,_/_/c/o/u/n/t/_/
count,nn,10039.0,22.308888888888887,k/AU/nt,_/_/k/a/w/n/t/,_/_/c/o/u/n/t/_/
smooth,jj,15266.0,33.92444444444445,sm/u/D/,_/s/m/u/D/_/_/,_/s/m/o/o/t/h/_/
smooth,vv,1678.0,3.7288888888888887,sm/u/D/,_/s/m/u/D/_/_/,_/s/m/o/o/t/h/_/
wreath,nn,1156.0,2.568888888888889,r/i/T/,_/_/r/i/T/_/_/,_/w/r/e/a/t/h/_/
wreaths,nn,623.0,1.3844444444444444,r/i/D/z,_/_/r/i/D/z/_/,_/w/r/e/a/t/h/s/
smoke,nn,16272.0,36.16,sm/oU/k,_/s/m/o/k/_/_/,_/s/m/o/k/e/_/_/
smoke,vv,6245.0,13.877777777777778,sm/oU/k,_/s/m/o/k/_/_/,_/s/m/o/k/e/_/_/
glance,nn,7760.0,17.244444444444444,gl/&/ns,_/g/l/@/n/s/_/,_/g/l/a/n/c/e/_/
glance,vv,1691.0,3.7577777777777777,gl/&/ns,_/g/l/@/n/s/_/,_/g/l/a/n/c/e/_/
knoll,nn,400.0,0.8888888888888888,n/oU/l,_/_/n/o/l/_/_/,_/k/n/o/l/l/_/_/
reign,nn,2593.0,5.762222222222222,r/eI/n,_/_/r/e/j/n/_/,_/_/r/e/i/g/n/_/
reign,vv,387.0,0.86,r/eI/n,_/_/r/e/j/n/_/,_/_/r/e/i/g/n/_/
it,pp,4453425.0,9896.5,/I/t,_/_/_/I/t/_/_/,_/_/_/i/t/_/_/_/
fudge,nn,870.0,1.9333333333333333,f/@/dZ/,_/_/f/^/J/_/_/,_/_/f/u/d/g/e/_/
fudge,vv,130.0,0.28888888888888886,f/@/dZ/,_/_/f/^/J/_/_/,_/_/f/u/d/g/e/_/
greet,vv,3055.0,6.788888888888889,gr/i/t,_/g/r/i/t/_/_/,_/g/r/e/e/t/_/_/
greek,jj,8043.0,17.873333333333335,gr/i/k,_/g/r/i/k/_/_/,_/g/r/e/e/k/_/_/
greek,nn,1980.0,4.4,gr/i/k,_/g/r/i/k/_/_/,_/g/r/e/e/k/_/_/
green,jj,52115.0,115.81111111111112,gr/i/n,_/g/r/i/n/_/_/,_/g/r/e/e/n/_/_/
green,nn,12368.0,27.484444444444446,gr/i/n,_/g/r/i/n/_/_/,_/g/r/e/e/n/_/_/
greed,nn,3217.0,7.148888888888889,gr/i/d,_/g/r/i/d/_/_/,_/g/r/e/e/d/_/_/
then,rr,623879.0,1386.3977777777777,/D/E/n,_/_/D/E/n/_/_/,_/t/h/e/n/_/_/_/
then,jj,1750.0,3.888888888888889,/D/E/n,_/_/D/E/n/_/_/,_/t/h/e/n/_/_/_/
them,pp,775168.0,1722.5955555555556,/D/E/m,_/_/D/E/m/_/_/,_/t/h/e/m/_/_/_/
thee,pp,1609.0,3.5755555555555554,/D/i/,_/_/D/i/_/_/_/,_/t/h/e/e/_/_/_/
they,pp,2131091.0,4735.757777777778,/D/eI/,_/_/D/e/j/_/_/,_/t/h/e/y/_/_/_/
forth,rr,21844.0,48.54222222222222,f/oU/r/T/,_/_/f/o/r/T/_/,_/_/f/o/r/t/h/_/
grift,nn,26.0,0.057777777777777775,gr/I/ft,_/g/r/I/f/t/_/,_/g/r/i/f/t/_/_/
hearse,nn,375.0,0.8333333333333334,h/@/rs,_/_/h/^/r/s/_/,_/_/h/e/a/r/s/e/
hearse,vv,18.0,0.04,h/@/rs,_/_/h/^/r/s/_/,_/_/h/e/a/r/s/e/
tithe,nn,72.0,0.16,t/aI/D/,_/_/t/a/j/D/_/,_/_/t/i/t/h/e/_/
tithe,vv,43.0,0.09555555555555556,t/aI/D/,_/_/t/a/j/D/_/,_/_/t/i/t/h/e/_/
manned,jj,921.0,2.046666666666667,m/&/nd,_/_/m/@/n/d/_/,_/_/m/a/n/n/e/d/
strength,nn,28665.0,63.7,str/E/N/k/T/,s/t/r/E/G/k/T/,s/t/r/e/n/g/t/h/
do,vd,1520565.0,3379.0333333333333,d/u/,_/_/d/u/_/_/_/,_/_/d/o/_/_/_/_/
did,vd,772423.0,1716.4955555555555,d/I/d,_/_/d/I/d/_/_/,_/_/d/i/d/_/_/_/
does,vd,367907.0,817.5711111111111,d/@/z,_/_/d/^/z/_/_/,_/_/d/o/e/s/_/_/
done,vd,145306.0,322.90222222222224,d/@/n,_/_/d/^/n/_/_/,_/_/d/o/n/e/_/_/
doth,vd,315.0,0.7,d/@/T/,_/_/d/^/T/_/_/,_/_/d/o/t/h/_/_/
cop,nn,8851.0,19.66888888888889,k/A/p,_/_/k/a/p/_/_/,_/_/c/o/p/_/_/_/
cop,vv,1177.0,2.6155555555555554,k/A/p,_/_/k/a/p/_/_/,_/_/c/o/p/_/_/_/
cos,cs,291.0,0.6466666666666666,k/oU/s,_/_/k/o/s/_/_/,_/_/c/o/s/_/_/_/
cot,nn,1238.0,2.7511111111111113,k/A/t,_/_/k/a/t/_/_/,_/_/c/o/t/_/_/_/
cow,nn,6390.0,14.2,k/AU/,_/_/k/a/w/_/_/,_/_/c/o/w/_/_/_/
cow,vv,19.0,0.042222222222222223,k/AU/,_/_/k/a/w/_/_/,_/_/c/o/w/_/_/_/
coy,jj,587.0,1.3044444444444445,k/Oi/,_/_/k/o/j/_/_/,_/_/c/o/y/_/_/_/
cob,nn,422.0,0.9377777777777778,k/A/b,_/_/k/a/b/_/_/,_/_/c/o/b/_/_/_/
cog,nn,384.0,0.8533333333333334,k/A/g,_/_/k/a/g/_/_/,_/_/c/o/g/_/_/_/
coo,nn,307.0,0.6822222222222222,k/O/O/,_/_/k/a/_/_/_/,_/_/c/o/o/_/_/_/
coos,nn,181.0,0.4022222222222222,k/u/s,_/_/k/u/s/_/_/,_/_/c/o/o/s/_/_/
con,nn,3760.0,8.355555555555556,k/A/n,_/_/k/a/n/_/_/,_/_/c/o/n/_/_/_/
con,vv,1863.0,4.14,k/A/n,_/_/k/a/n/_/_/,_/_/c/o/n/_/_/_/
voice,nn,88352.0,196.33777777777777,v/Oi/s,_/_/v/o/j/s/_/,_/_/v/o/i/c/e/_/
voice,vv,2580.0,5.733333333333333,v/Oi/s,_/_/v/o/j/s/_/,_/_/v/o/i/c/e/_/
voiced,vv,1169.0,2.597777777777778,v/Oi/st,_/_/v/o/j/s/t/,_/_/v/o/i/c/e/d/
raid,nn,3533.0,7.851111111111111,r/eI/d,_/_/r/e/j/d/_/,_/_/r/a/i/d/_/_/
raid,vv,511.0,1.1355555555555557,r/eI/d,_/_/r/e/j/d/_/,_/_/r/a/i/d/_/_/
rail,nn,7913.0,17.584444444444443,r/eI/l,_/_/r/e/j/l/_/,_/_/r/a/i/l/_/_/
rail,vv,39.0,0.08666666666666667,r/eI/l,_/_/r/e/j/l/_/,_/_/r/a/i/l/_/_/
kept,jj,109.0,0.24222222222222223,k/E/pt,_/_/k/E/p/t/_/,_/_/k/e/p/t/_/_/
taint,nn,345.0,0.7666666666666667,t/eI/nt,_/_/t/e/j/n/t/,_/_/t/a/i/n/t/_/
taint,vv,219.0,0.4866666666666667,t/eI/nt,_/_/t/e/j/n/t/,_/_/t/a/i/n/t/_/
the,at,25131726.0,55848.28,/D/@/,_/_/D/^/_/_/_/,_/t/h/e/_/_/_/_/
spread,vv,12373.0,27.495555555555555,spr/E/d,s/p/r/E/d/_/_/,s/p/r/e/a/d/_/_/
spread,nn,7604.0,16.897777777777776,spr/E/d,s/p/r/E/d/_/_/,s/p/r/e/a/d/_/_/
barge,nn,1121.0,2.491111111111111,b/A/r/dZ/,_/_/b/a/r/J/_/,_/_/b/a/r/g/e/_/
barge,vv,232.0,0.5155555555555555,b/A/r/dZ/,_/_/b/a/r/J/_/,_/_/b/a/r/g/e/_/
cape,nn,1608.0,3.5733333333333333,k/eI/p,_/_/k/e/j/p/_/,_/_/c/a/p/e/_/_/
theirs,pp,4743.0,10.54,/D/@/z,_/_/D/^/z/_/_/,_/t/h/e/i/r/s/_/
clomp,vv,49.0,0.10888888888888888,kl/A/mp,_/k/l/a/m/p/_/,_/c/l/o/m/p/_/_/
lewd,jj,505.0,1.1222222222222222,l/u/d,_/_/l/u/d/_/_/,_/_/l/e/w/d/_/_/
fight,vv,26462.0,58.80444444444444,f/aI/t,_/_/f/a/j/t/_/,_/_/f/i/g/h/t/_/
fight,nn,22826.0,50.724444444444444,f/aI/t,_/_/f/a/j/t/_/,_/_/f/i/g/h/t/_/
fought,vv,8571.0,19.046666666666667,f/O/t,_/_/f/a/t/_/_/,_/_/f/o/u/g/h/t/
fizz,nn,212.0,0.4711111111111111,f/I/z,_/_/f/I/z/_/_/,_/_/f/i/z/z/_/_/
fizz,vv,17.0,0.03777777777777778,f/I/z,_/_/f/I/z/_/_/,_/_/f/i/z/z/_/_/
veiled,jj,819.0,1.82,v/eI/ld,_/_/v/e/j/l/d/,_/_/v/e/i/l/e/d/
molt,vv,78.0,0.17333333333333334,m/oU/lt,_/_/m/o/l/t/_/,_/_/m/o/l/t/_/_/
molt,nn,77.0,0.1711111111111111,m/oU/lt,_/_/m/o/l/t/_/,_/_/m/o/l/t/_/_/
mold,nn,3065.0,6.811111111111111,m/oU/ld,_/_/m/o/l/d/_/,_/_/m/o/l/d/_/_/
mold,vv,888.0,1.9733333333333334,m/oU/ld,_/_/m/o/l/d/_/,_/_/m/o/l/d/_/_/
mole,nn,1604.0,3.5644444444444443,m/oU/l,_/_/m/o/l/_/_/,_/_/m/o/l/e/_/_/
flay,vv,231.0,0.5133333333333333,fl/eI/,_/f/l/e/j/_/_/,_/f/l/a/y/_/_/_/
grape,nn,2848.0,6.328888888888889,gr/eI/p,_/g/r/e/j/p/_/,_/g/r/a/p/e/_/_/
zone,nn,17775.0,39.5,z/oU/n,_/_/z/o/n/_/_/,_/_/z/o/n/e/_/_/
flask,nn,817.0,1.8155555555555556,fl/&/sk,_/f/l/@/s/k/_/,_/f/l/a/s/k/_/_/
graph,nn,5393.0,11.984444444444444,gr/&/f,_/g/r/@/f/_/_/,_/g/r/a/p/h/_/_/
flash,nn,5682.0,12.626666666666667,fl/&/S/,_/f/l/@/S/_/_/,_/f/l/a/s/h/_/_/
flash,jj,2173.0,4.828888888888889,fl/&/S/,_/f/l/@/S/_/_/,_/f/l/a/s/h/_/_/
flash,vv,1876.0,4.168888888888889,fl/&/S/,_/f/l/@/S/_/_/,_/f/l/a/s/h/_/_/
blast,nn,5285.0,11.744444444444444,bl/&/st,_/b/l/@/s/t/_/,_/b/l/a/s/t/_/_/
blast,vv,1322.0,2.937777777777778,bl/&/st,_/b/l/@/s/t/_/,_/b/l/a/s/t/_/_/
helm,nn,1977.0,4.3933333333333335,h/E/lm,_/_/h/E/l/m/_/,_/_/h/e/l/m/_/_/
helm,vv,106.0,0.23555555555555555,h/E/lm,_/_/h/E/l/m/_/,_/_/h/e/l/m/_/_/
helmed,vv,43.0,0.09555555555555556,h/E/lmd,_/_/h/E/l/m/d/,_/_/h/e/l/m/e/d/
change,nn,73187.0,162.63777777777779,/tS/eI/n/dZ/,_/_/C/e/j/n/J/,_/c/h/a/n/g/e/_/
change,vv,66008.0,146.68444444444444,/tS/eI/n/dZ/,_/_/C/e/j/n/J/,_/c/h/a/n/g/e/_/
eke,vv,258.0,0.5733333333333334,/i/k,_/_/_/i/k/_/_/,_/_/_/e/k/e/_/_/
live,vv,93220.0,207.15555555555557,l/aI/v,_/_/l/a/j/v/_/,_/_/l/i/v/e/_/_/
lived,vv,28924.0,64.27555555555556,l/I/vd,_/_/l/I/v/d/_/,_/_/l/i/v/e/d/_/
live,jj,22360.0,49.68888888888889,l/aI/v,_/_/l/a/j/v/_/,_/_/l/i/v/e/_/_/
lives,vv,18801.0,41.78,l/aI/vz,_/_/l/a/j/v/z/,_/_/l/i/v/e/s/_/
douche,nn,101.0,0.22444444444444445,d/u/S/,_/_/d/u/S/_/_/,_/_/d/o/u/c/h/e/
spy,nn,4206.0,9.346666666666666,sp/aI/,_/s/p/a/j/_/_/,_/s/p/y/_/_/_/_/
spy,vv,935.0,2.077777777777778,sp/aI/,_/s/p/a/j/_/_/,_/s/p/y/_/_/_/_/
nock,nn,18.0,0.04,n/A/k,_/_/n/a/k/_/_/,_/_/n/o/c/k/_/_/
court,nn,110338.0,245.19555555555556,k/oU/rt,_/_/k/o/r/t/_/,_/_/c/o/u/r/t/_/
court,vv,222.0,0.49333333333333335,k/oU/rt,_/_/k/o/r/t/_/,_/_/c/o/u/r/t/_/
crepe,nn,623.0,1.3844444444444444,kr/eI/p,_/k/r/e/j/p/_/,_/c/r/e/p/e/_/_/
crepes,nn,357.0,0.7933333333333333,kr/eI/ps,_/k/r/e/j/p/s/,_/c/r/e/p/e/s/_/
colt,nn,655.0,1.4555555555555555,k/oU/lt,_/_/k/o/l/t/_/,_/_/c/o/l/t/_/_/
cold,jj,48678.0,108.17333333333333,k/oU/ld,_/_/k/o/l/d/_/,_/_/c/o/l/d/_/_/
cold,nn,9140.0,20.31111111111111,k/oU/ld,_/_/k/o/l/d/_/,_/_/c/o/l/d/_/_/
cold,rr,74.0,0.16444444444444445,k/oU/ld,_/_/k/o/l/d/_/,_/_/c/o/l/d/_/_/
halt,nn,3134.0,6.964444444444444,h/O/lt,_/_/h/a/l/t/_/,_/_/h/a/l/t/_/_/
halt,vv,2120.0,4.711111111111111,h/O/lt,_/_/h/a/l/t/_/,_/_/h/a/l/t/_/_/
flung,vv,1766.0,3.9244444444444446,fl/@/N/,_/f/l/^/G/_/_/,_/f/l/u/n/g/_/_/
fling,nn,588.0,1.3066666666666666,fl/I/N/,_/f/l/I/G/_/_/,_/f/l/i/n/g/_/_/
fling,vv,582.0,1.2933333333333332,fl/I/N/,_/f/l/I/G/_/_/,_/f/l/i/n/g/_/_/
chimp,nn,408.0,0.9066666666666666,/tS/I/mp,_/_/C/I/m/p/_/,_/c/h/i/m/p/_/_/
chimp,vv,25.0,0.05555555555555555,/tS/I/mp,_/_/C/I/m/p/_/,_/c/h/i/m/p/_/_/
flint,nn,486.0,1.08,fl/I/nt,_/f/l/I/n/t/_/,_/f/l/i/n/t/_/_/
half,db,81567.0,181.26,h/&/f,_/_/h/@/f/_/_/,_/_/h/a/l/f/_/_/
half,nn,23562.0,52.36,h/&/f,_/_/h/@/f/_/_/,_/_/h/a/l/f/_/_/
half,rr,4293.0,9.54,h/&/f,_/_/h/@/f/_/_/,_/_/h/a/l/f/_/_/
halves,nn,1587.0,3.526666666666667,h/&/vz,_/_/h/@/v/z/_/,_/_/h/a/l/v/e/s/
thrips,nn,94.0,0.2088888888888889,/T/r/I/ps,_/T/r/I/p/s/_/,t/h/r/i/p/s/_/_/
hall,nn,43281.0,96.18,h/O/l,_/_/h/a/l/_/_/,_/_/h/a/l/l/_/_/
em,pp,2725.0,6.055555555555555,/E/m,_/_/_/E/m/_/_/,_/_/_/e/m/_/_/_/
goose,nn,2826.0,6.28,g/u/s,_/_/g/u/s/_/_/,_/_/g/o/o/s/e/_/
geese,nn,1951.0,4.335555555555556,g/i/s,_/_/g/i/s/_/_/,_/_/g/e/e/s/e/_/
ex,nn,1717.0,3.8155555555555556,/E/ks,_/_/_/E/k/s/_/,_/_/_/e/x/_/_/_/
ex,jj,201.0,0.44666666666666666,/E/ks,_/_/_/E/k/s/_/,_/_/_/e/x/_/_/_/
ex,rr,193.0,0.4288888888888889,/E/ks,_/_/_/E/k/s/_/,_/_/_/e/x/_/_/_/
space,nn,78875.0,175.27777777777777,sp/eI/c,_/s/p/e/j/_/_/,_/s/p/a/c/e/_/_/
space,vv,1347.0,2.993333333333333,sp/eI/c,_/s/p/e/j/_/_/,_/s/p/a/c/e/_/_/
quark,nn,229.0,0.5088888888888888,kw/@/rk,_/k/w/^/r/k/_/,_/_/q/u/a/r/k/_/
quart,nn,1005.0,2.2333333333333334,kw/O/rt,_/k/w/a/r/t/_/,_/_/q/u/a/r/t/_/
domed,jj,471.0,1.0466666666666666,d/oU/md,_/_/d/o/m/d/_/,_/_/d/o/m/e/d/_/
size,nn,51385.0,114.18888888888888,s/aI/z,_/_/s/a/j/z/_/,_/_/s/i/z/e/_/_/
sized,vv,884.0,1.9644444444444444,s/aI/zd,_/_/s/a/j/z/d/,_/_/s/i/z/e/d/_/
size,vv,209.0,0.46444444444444444,s/aI/z,_/_/s/a/j/z/_/,_/_/s/i/z/e/_/_/
sheep,nn,7129.0,15.842222222222222,/S/i/p,_/_/S/i/p/_/_/,_/s/h/e/e/p/_/_/
sheer,jj,7130.0,15.844444444444445,/S/i/r,_/_/S/i/r/_/_/,_/s/h/e/e/r/_/_/
sheers,nn,99.0,0.22,/S/i/rs,_/_/S/i/r/s/_/,_/s/h/e/e/r/s/_/
sheet,nn,14090.0,31.31111111111111,/S/i/t,_/_/S/i/t/_/_/,_/s/h/e/e/t/_/_/
breed,nn,2584.0,5.742222222222222,br/i/d,_/b/r/i/d/_/_/,_/b/r/e/e/d/_/_/
breed,vv,1636.0,3.6355555555555554,br/i/d,_/b/r/i/d/_/_/,_/b/r/e/e/d/_/_/
bred,vv,1402.0,3.1155555555555554,br/E/d,_/b/r/E/d/_/_/,_/b/r/e/d/_/_/_/
sheen,nn,1143.0,2.54,/S/i/n,_/_/S/i/n/_/_/,_/s/h/e/e/n/_/_/
peck,vv,231.0,0.5133333333333333,p/E/k,_/_/p/E/k/_/_/,_/_/p/e/c/k/_/_/
stash,nn,785.0,1.7444444444444445,st/&/S/,_/s/t/@/S/_/_/,_/s/t/a/s/h/_/_/
stash,vv,497.0,1.1044444444444443,st/&/S/,_/s/t/@/S/_/_/,_/s/t/a/s/h/_/_/
ground,nn,73800.0,164.0,gr/AU/nd,_/g/r/a/w/n/d/,_/g/r/o/u/n/d/_/
ground,jj,3458.0,7.684444444444445,gr/AU/nd,_/g/r/a/w/n/d/,_/g/r/o/u/n/d/_/
gnat,nn,196.0,0.43555555555555553,n/&/t,_/_/n/@/t/_/_/,_/g/n/a/t/_/_/_/
gnaw,vv,227.0,0.5044444444444445,n/O/,_/_/n/a/_/_/_/,_/g/n/a/w/_/_/_/
kike,nn,47.0,0.10444444444444445,k/aI/k,_/_/k/a/j/k/_/,_/_/k/i/k/e/_/_/
spurge,nn,118.0,0.26222222222222225,sp/@/r/dZ/,_/s/p/^/r/J/_/,_/s/p/u/r/g/e/_/
staged,jj,393.0,0.8733333333333333,st/eI/dZ/d,_/s/t/e/j/J/d/,_/s/t/a/g/e/d/_/
toss,vv,6091.0,13.535555555555556,t/A/s,_/_/t/a/s/_/_/,_/_/t/o/s/s/_/_/
toss,nn,1002.0,2.2266666666666666,t/A/s,_/_/t/a/s/_/_/,_/_/t/o/s/s/_/_/
dregs,nn,287.0,0.6377777777777778,dr/E/gz,_/d/r/E/g/z/_/,_/d/r/e/g/s/_/_/
soil,nn,21148.0,46.995555555555555,s/Oi/l,_/_/s/o/j/l/_/,_/_/s/o/i/l/_/_/
soil,vv,513.0,1.14,s/Oi/l,_/_/s/o/j/l/_/,_/_/s/o/i/l/_/_/
fruit,nn,18651.0,41.446666666666665,fr/u/t,_/f/r/u/t/_/_/,_/f/r/u/i/t/_/_/
touch,nn,19785.0,43.96666666666667,t/@/tS/,_/_/t/^/C/_/_/,_/_/t/o/u/c/h/_/
touch,vv,14833.0,32.96222222222222,t/@/tS/,_/_/t/^/C/_/_/,_/_/t/o/u/c/h/_/
speed,nn,28555.0,63.455555555555556,sp/i/d,_/s/p/i/d/_/_/,_/s/p/e/e/d/_/_/
speed,vv,3815.0,8.477777777777778,sp/i/d,_/s/p/i/d/_/_/,_/s/p/e/e/d/_/_/
sped,vv,1415.0,3.1444444444444444,sp/E/d,_/s/p/E/d/_/_/,_/s/p/e/d/_/_/_/
ream,nn,66.0,0.14666666666666667,r/i/m,_/_/r/i/m/_/_/,_/_/r/e/a/m/_/_/
ream,vv,45.0,0.1,r/i/m,_/_/r/i/m/_/_/,_/_/r/e/a/m/_/_/
frown,nn,1386.0,3.08,fr/AU/n,_/f/r/a/w/n/_/,_/f/r/o/w/n/_/_/
frown,vv,367.0,0.8155555555555556,fr/AU/n,_/f/r/a/w/n/_/,_/f/r/o/w/n/_/_/
read,vv,60036.0,133.41333333333333,r/i/d,_/_/r/i/d/_/_/,_/_/r/e/a/d/_/_/
read,nn,709.0,1.5755555555555556,r/i/d,_/_/r/i/d/_/_/,_/_/r/e/a/d/_/_/
rear,jj,7796.0,17.324444444444445,r/i/r,_/_/r/i/r/_/_/,_/_/r/e/a/r/_/_/
rear,nn,4884.0,10.853333333333333,r/i/r,_/_/r/i/r/_/_/,_/_/r/e/a/r/_/_/
rear,vv,425.0,0.9444444444444444,r/i/r,_/_/r/i/r/_/_/,_/_/r/e/a/r/_/_/
chop,nn,2731.0,6.068888888888889,/tS/A/p,_/_/C/a/p/_/_/,_/c/h/o/p/_/_/_/
chops,nn,2054.0,4.564444444444445,/tS/A/ps,_/_/C/a/p/s/_/,_/c/h/o/p/s/_/_/
chop,vv,515.0,1.1444444444444444,/tS/A/p,_/_/C/a/p/_/_/,_/c/h/o/p/_/_/_/
fell,jj,187.0,0.41555555555555557,f/E/l,_/_/f/E/l/_/_/,_/_/f/e/l/l/_/_/
stealth,nn,1677.0,3.7266666666666666,st/E/l/T/,_/s/t/E/l/T/_/,_/s/t/e/a/l/t/h/
hire,vv,9057.0,20.126666666666665,h/aI/r,_/_/h/a/j/r/_/,_/_/h/i/r/e/_/_/
hire,nn,886.0,1.968888888888889,h/aI/r,_/_/h/a/j/r/_/,_/_/h/i/r/e/_/_/
sales,nn,36707.0,81.57111111111111,s/eI/lz,_/_/s/e/j/l/z/,_/_/s/a/l/e/s/_/
vert,nn,95.0,0.2111111111111111,v/@/rt,_/_/v/^/r/t/_/,_/_/v/e/r/t/_/_/
verb,nn,1540.0,3.422222222222222,v/@/rb,_/_/v/^/r/b/_/,_/_/v/e/r/b/_/_/
spry,jj,206.0,0.4577777777777778,spr/aI/,s/p/r/a/j/_/_/,s/p/r/y/_/_/_/_/
strong,jj,75122.0,166.93777777777777,str/O/N/,s/t/r/a/G/_/_/,s/t/r/o/n/g/_/_/
broke,jj,1714.0,3.8088888888888888,br/oU/k,_/b/r/o/k/_/_/,_/b/r/o/k/e/_/_/
nine,mc,38091.0,84.64666666666666,n/aI/n,_/_/n/a/j/n/_/,_/_/n/i/n/e/_/_/
lyre,nn,160.0,0.35555555555555557,l/aI/r,_/_/l/a/j/r/_/,_/_/l/y/r/e/_/_/
gash,nn,624.0,1.3866666666666667,g/&/S/,_/_/g/@/S/_/_/,_/_/g/a/s/h/_/_/
gash,vv,21.0,0.04666666666666667,g/&/S/,_/_/g/@/S/_/_/,_/_/g/a/s/h/_/_/
gasp,nn,1158.0,2.5733333333333333,g/&/sp,_/_/g/@/s/p/_/,_/_/g/a/s/p/_/_/
gasp,vv,587.0,1.3044444444444445,g/&/sp,_/_/g/@/s/p/_/,_/_/g/a/s/p/_/_/
feed,vv,11587.0,25.74888888888889,f/i/d,_/_/f/i/d/_/_/,_/_/f/e/e/d/_/_/
fed,vv,8585.0,19.07777777777778,f/E/d,_/_/f/E/d/_/_/,_/_/f/e/d/_/_/_/
feed,nn,3577.0,7.948888888888889,f/i/d,_/_/f/i/d/_/_/,_/_/f/e/e/d/_/_/
staunch,jj,1012.0,2.2488888888888887,st/A/n/tS/,_/s/t/a/n/C/_/,_/s/t/a/u/n/c/h/
feel,vv,148066.0,329.03555555555556,f/i/l,_/_/f/i/l/_/_/,_/_/f/e/e/l/_/_/
felt,vv,99504.0,221.12,f/E/lt,_/_/f/E/l/t/_/,_/_/f/e/l/t/_/_/
feel,nn,7942.0,17.648888888888887,f/i/l,_/_/f/i/l/_/_/,_/_/f/e/e/l/_/_/
fool,nn,5849.0,12.997777777777777,f/u/l,_/_/f/u/l/_/_/,_/_/f/o/o/l/_/_/
fool,vv,2436.0,5.413333333333333,f/u/l,_/_/f/u/l/_/_/,_/_/f/o/o/l/_/_/
fool,jj,42.0,0.09333333333333334,f/u/l,_/_/f/u/l/_/_/,_/_/f/o/o/l/_/_/
food,nn,109507.0,243.3488888888889,f/u/d,_/_/f/u/d/_/_/,_/_/f/o/o/d/_/_/
since,cs,161185.0,358.18888888888887,s/I/ns,_/_/s/I/n/s/_/,_/_/s/i/n/c/e/_/
since,ii,52718.0,117.1511111111111,s/I/ns,_/_/s/I/n/s/_/,_/_/s/i/n/c/e/_/
since,rr,12068.0,26.817777777777778,s/I/ns,_/_/s/I/n/s/_/,_/_/s/i/n/c/e/_/
bast,nn,22.0,0.04888888888888889,b/&/st,_/_/b/@/s/t/_/,_/_/b/a/s/t/_/_/
bass,nn,5398.0,11.995555555555555,b/&/s,_/_/b/@/s/_/_/,_/_/b/a/s/s/_/_/
bass,jj,3353.0,7.4511111111111115,b/&/s,_/_/b/@/s/_/_/,_/_/b/a/s/s/_/_/
dirt,nn,13897.0,30.88222222222222,d/@/rt,_/_/d/^/r/t/_/,_/_/d/i/r/t/_/_/
pug,nn,318.0,0.7066666666666667,p/@/g,_/_/p/^/g/_/_/,_/_/p/u/g/_/_/_/
dung,nn,883.0,1.9622222222222223,d/@/N/,_/_/d/^/G/_/_/,_/_/d/u/n/g/_/_/
pub,nn,2442.0,5.426666666666667,p/@/b,_/_/p/^/b/_/_/,_/_/p/u/b/_/_/_/
dire,jj,3046.0,6.768888888888889,d/aI/r,_/_/d/a/j/r/_/,_/_/d/i/r/e/_/_/
put,vv,128777.0,286.1711111111111,p/U/t,_/_/p/U/t/_/_/,_/_/p/u/t/_/_/_/
put,nn,135.0,0.3,p/U/t,_/_/p/U/t/_/_/,_/_/p/u/t/_/_/_/
ash,nn,3367.0,7.482222222222222,/&/S/,_/_/_/@/S/_/_/,_/_/_/a/s/h/_/_/
pup,nn,1102.0,2.448888888888889,p/@/p,_/_/p/^/p/_/_/,_/_/p/u/p/_/_/_/
pup,vv,58.0,0.1288888888888889,p/@/p,_/_/p/^/p/_/_/,_/_/p/u/p/_/_/_/
bask,vv,439.0,0.9755555555555555,b/&/sk,_/_/b/@/s/k/_/,_/_/b/a/s/k/_/_/
pus,nn,319.0,0.7088888888888889,p/@/s,_/_/p/^/s/_/_/,_/_/p/u/s/_/_/_/
sheikh,nn,1525.0,3.388888888888889,/S/eI/k,_/_/S/e/j/k/_/,_/s/h/e/i/k/h/_/
shave,vv,1507.0,3.348888888888889,/S/eI/v,_/_/S/e/j/v/_/,_/s/h/a/v/e/_/_/
shave,nn,486.0,1.08,/S/eI/v,_/_/S/e/j/v/_/,_/s/h/a/v/e/_/_/
grime,nn,571.0,1.268888888888889,gr/aI/m,_/g/r/a/j/m/_/,_/g/r/i/m/e/_/_/
scrolled,jj,45.0,0.1,skr/oU/ld,s/k/r/o/l/d/_/,s/c/r/o/l/l/e/d/
juice,nn,16377.0,36.39333333333333,/dZ/u/s,_/_/J/u/s/_/_/,_/_/j/u/i/c/e/_/
quote,vv,7406.0,16.45777777777778,kw/oU/t,_/k/w/o/t/_/_/,_/_/q/u/o/t/e/_/
quote,nn,4638.0,10.306666666666667,kw/oU/t,_/k/w/o/t/_/_/,_/_/q/u/o/t/e/_/
skein,nn,186.0,0.41333333333333333,sk/eI/n,_/s/k/e/j/n/_/,_/s/k/e/i/n/_/_/
blend,vv,3606.0,8.013333333333334,bl/E/nd,_/b/l/E/n/d/_/,_/b/l/e/n/d/_/_/
blend,nn,3529.0,7.842222222222222,bl/E/nd,_/b/l/E/n/d/_/,_/b/l/e/n/d/_/_/
booze,nn,1496.0,3.3244444444444445,b/u/z,_/_/b/u/z/_/_/,_/_/b/o/o/z/e/_/
