wordform,sum_freq,norm_freq,Moby_pron,Rep_P,Rep_O
tact,531.0,1.18,t/&/kt,_/_/t/@/k/t/_/,_/_/t/a/c/t/_/_/
tack,1637.0,3.637777777777778,t/&/k,_/_/t/@/k/_/_/,_/_/t/a/c/k/_/_/
wrist,6681.0,14.846666666666666,r/I/st,_/_/r/I/s/t/_/,_/w/r/i/s/t/_/_/
budge,1128.0,2.506666666666667,b/@/dZ/,_/_/b/^/J/_/_/,_/_/b/u/d/g/e/_/
hemp,879.0,1.9533333333333334,h/E/mp,_/_/h/E/m/p/_/,_/_/h/e/m/p/_/_/
glen,222.0,0.49333333333333335,gl/E/n,_/g/l/E/n/_/_/,_/g/l/e/n/_/_/_/
glee,1284.0,2.8533333333333335,gl/i/,_/g/l/i/_/_/_/,_/g/l/e/e/_/_/_/
oud,34.0,0.07555555555555556,/u/d,_/_/_/u/d/_/_/,_/_/_/o/u/d/_/_/
our,610183.0,1355.9622222222222,/AU/r,_/_/_/a/w/r/_/,_/_/_/o/u/r/_/_/
out,1050255.0,2333.9,/AU/t,_/_/_/a/w/t/_/,_/_/_/o/u/t/_/_/
hence,9407.0,20.904444444444444,h/E/ns,_/_/h/E/n/s/_/,_/_/h/e/n/c/e/_/
jinn,27.0,0.06,/dZ/I/n,_/_/J/I/n/_/_/,_/_/j/i/n/n/_/_/
clip,16907.0,37.57111111111111,kl/I/p,_/k/l/I/p/_/_/,_/c/l/i/p/_/_/_/
clipped,1109.0,2.4644444444444447,kl/I/pt,_/k/l/I/p/t/_/,_/c/l/i/p/p/e/d/
fowl,552.0,1.2266666666666666,f/AU/l,_/_/f/a/w/l/_/,_/_/f/o/w/l/_/_/
linked,13567.0,30.148888888888887,l/I/N/kt,_/_/l/I/G/k/t/,_/_/l/i/n/k/e/d/
bough,182.0,0.40444444444444444,b/AU/,_/_/b/a/w/_/_/,_/_/b/o/u/g/h/_/
who,1167096.0,2593.5466666666666,h/u/,_/_/h/u/_/_/_/,_/w/h/o/_/_/_/_/
why,272531.0,605.6244444444444,w/aI/,_/_/w/a/j/_/_/,_/w/h/y/_/_/_/_/
pipe,8429.0,18.73111111111111,p/aI/p,_/_/p/a/j/p/_/,_/_/p/i/p/e/_/_/
fear,49109.0,109.13111111111111,f/i/r,_/_/f/i/r/_/_/,_/_/f/e/a/r/_/_/
feat,2298.0,5.1066666666666665,f/i/t,_/_/f/i/t/_/_/,_/_/f/e/a/t/_/_/
cube,2145.0,4.766666666666667,k/j/u/b,_/k/j/u/b/_/_/,_/_/c/u/b/e/_/_/
skimp,205.0,0.45555555555555555,sk/I/mp,_/s/k/I/m/p/_/,_/s/k/i/m/p/_/_/
crude,5667.0,12.593333333333334,kr/u/d,_/k/r/u/d/_/_/,_/c/r/u/d/e/_/_/
joy,11663.0,25.91777777777778,/dZ/Oi/,_/_/J/o/j/_/_/,_/_/j/o/y/_/_/_/
job,128761.0,286.1355555555556,/dZ/oU/b,_/_/J/o/b/_/_/,_/_/j/o/b/_/_/_/
jog,1097.0,2.437777777777778,/dZ/A/g,_/_/J/a/g/_/_/,_/_/j/o/g/_/_/_/
thus,62743.0,139.42888888888888,/D/@/s,_/_/D/^/s/_/_/,_/t/h/u/s/_/_/_/
thug,885.0,1.9666666666666666,/T/@/g,_/_/T/^/g/_/_/,_/t/h/u/g/_/_/_/
thud,1084.0,2.408888888888889,/T/@/d,_/_/T/^/d/_/_/,_/t/h/u/d/_/_/_/
smart,19275.0,42.833333333333336,sm/A/rt,_/s/m/a/r/t/_/,_/s/m/a/r/t/_/_/
press,69786.0,155.08,pr/E/s,_/p/r/E/s/_/_/,_/p/r/e/s/s/_/_/
paste,3201.0,7.113333333333333,p/eI/st,_/_/p/e/j/s/t/,_/_/p/a/s/t/e/_/
rare,21368.0,47.48444444444444,r/@/r,_/_/r/^/r/_/_/,_/_/r/a/r/e/_/_/
nuke,380.0,0.8444444444444444,n/u/k,_/_/n/u/k/_/_/,_/_/n/u/k/e/_/_/
glint,908.0,2.017777777777778,gl/I/nt,_/g/l/I/n/t/_/,_/g/l/i/n/t/_/_/
squeak,787.0,1.748888888888889,skw/i/k,s/k/w/i/k/_/_/,_/s/q/u/e/a/k/_/
sass,212.0,0.4711111111111111,s/&/s,_/_/s/@/s/_/_/,_/_/s/a/s/s/_/_/
prize,11565.0,25.7,pr/aI/z,_/p/r/a/j/z/_/,_/p/r/i/z/e/_/_/
straight,41371.0,91.93555555555555,str/eI/t,s/t/r/e/j/t/_/,s/t/r/a/i/g/h/t/
milled,467.0,1.0377777777777777,m/I/ld,_/_/m/I/l/d/_/,_/_/m/i/l/l/e/d/
dorm,2104.0,4.6755555555555555,d/O/rm,_/_/d/a/r/m/_/,_/_/d/o/r/m/_/_/
spoke,35275.0,78.38888888888889,sp/oU/k,_/s/p/o/k/_/_/,_/s/p/o/k/e/_/_/
hurt,21734.0,48.297777777777775,h/@/rt,_/_/h/^/r/t/_/,_/_/h/u/r/t/_/_/
hurl,560.0,1.2444444444444445,h/@/rl,_/_/h/^/r/l/_/,_/_/h/u/r/l/_/_/
famed,2537.0,5.637777777777778,f/eI/md,_/_/f/e/j/m/d/,_/_/f/a/m/e/d/_/
blade,8198.0,18.217777777777776,bl/eI/d,_/b/l/e/j/d/_/,_/b/l/a/d/e/_/_/
chump,250.0,0.5555555555555556,/tS/@/mp,_/_/C/^/m/p/_/,_/c/h/u/m/p/_/_/
scourge,694.0,1.5422222222222222,sk/@/r/dZ/,_/s/k/^/r/J/_/,_/s/c/o/u/r/g/e/
wink,1678.0,3.7288888888888887,w/I/N/k,_/_/w/I/G/k/_/,_/_/w/i/n/k/_/_/
wing,11013.0,24.473333333333333,w/I/N/,_/_/w/I/G/_/_/,_/_/w/i/n/g/_/_/
wind,39536.0,87.85777777777778,w/I/nd,_/_/w/I/n/d/_/,_/_/w/i/n/d/_/_/
wound,9028.0,20.06222222222222,w/u/nd,_/_/w/u/n/d/_/,_/_/w/o/u/n/d/_/
wine,28336.0,62.96888888888889,w/aI/n,_/_/w/a/j/n/_/,_/_/w/i/n/e/_/_/
swathe,103.0,0.2288888888888889,sw/A/D/,_/s/w/a/D/_/_/,_/s/w/a/t/h/e/_/
waive,607.0,1.3488888888888888,w/eI/v,_/_/w/e/j/v/_/,_/_/w/a/i/v/e/_/
knit,1105.0,2.4555555555555557,n/I/t,_/_/n/I/t/_/_/,_/k/n/i/t/_/_/_/
scruff,130.0,0.28888888888888886,skr/@/f,s/k/r/^/f/_/_/,s/c/r/u/f/f/_/_/
wasp,948.0,2.1066666666666665,w/A/sp,_/_/w/a/s/p/_/,_/_/w/a/s/p/_/_/
wash,11644.0,25.875555555555554,w/A/S/,_/_/w/a/S/_/_/,_/_/w/a/s/h/_/_/
quill,281.0,0.6244444444444445,kw/I/l,_/k/w/I/l/_/_/,_/_/q/u/i/l/l/_/
doit,44.0,0.09777777777777778,d/Oi/t,_/_/d/o/j/t/_/,_/_/d/o/i/t/_/_/
drought,4402.0,9.782222222222222,dr/AU/t,_/d/r/a/w/t/_/,_/d/r/o/u/g/h/t/
grove,5615.0,12.477777777777778,gr/oU/v,_/g/r/o/v/_/_/,_/g/r/o/v/e/_/_/
groves,1070.0,2.3777777777777778,gr/oU/vz,_/g/r/o/v/z/_/,_/g/r/o/v/e/s/_/
bomb,15314.0,34.03111111111111,b/A/m,_/_/b/a/m/_/_/,_/_/b/o/m/b/_/_/
gauge,3692.0,8.204444444444444,g/eI/dZ/,_/_/g/e/j/J/_/,_/_/g/a/u/g/e/_/
cupid,117.0,0.26,k/ju/p/@/d,k/j/p/^/d/_/_/,_/_/c/u/p/i/d/_/
theme,16557.0,36.79333333333334,/T/i/m,_/_/T/i/m/_/_/,_/t/h/e/m/e/_/_/
mend,959.0,2.131111111111111,m/E/nd,_/_/m/E/n/d/_/,_/_/m/e/n/d/_/_/
fair,36072.0,80.16,f/@/r,_/_/f/^/r/_/_/,_/_/f/a/i/r/_/_/
failed,20747.0,46.10444444444445,f/eI/ld,_/_/f/e/j/l/d/,_/_/f/a/i/l/e/d/
fail,13434.0,29.85333333333333,f/eI/l,_/_/f/e/j/l/_/,_/_/f/a/i/l/_/_/
fain,119.0,0.2644444444444444,f/eI/n,_/_/f/e/j/n/_/,_/_/f/a/i/n/_/_/
best,187622.0,416.9377777777778,b/E/st,_/_/b/E/s/t/_/,_/_/b/e/s/t/_/_/
score,23227.0,51.61555555555555,sk/oU/r,_/s/k/o/r/_/_/,_/s/c/o/r/e/_/_/
scorn,1093.0,2.428888888888889,sk/O/rn,_/s/k/a/r/n/_/,_/s/c/o/r/n/_/_/
vain,2697.0,5.993333333333333,v/eI/n,_/_/v/e/j/n/_/,_/_/v/a/i/n/_/_/
chrome,1360.0,3.022222222222222,kr/oU/m,_/k/r/o/m/_/_/,c/h/r/o/m/e/_/_/
life,319765.0,710.5888888888888,l/aI/f,_/_/l/a/j/f/_/,_/_/l/i/f/e/_/_/
lives,79657.0,177.01555555555555,l/aI/vz,_/_/l/a/j/v/z/,_/_/l/i/v/e/s/_/
joust,96.0,0.21333333333333335,/dZ/AU/st,_/_/J/a/w/s/t/,_/_/j/o/u/s/t/_/
lift,14780.0,32.84444444444444,l/I/ft,_/_/l/I/f/t/_/,_/_/l/i/f/t/_/_/
child,129898.0,288.6622222222222,/tS/aI/ld,_/_/C/a/j/l/d/,_/c/h/i/l/d/_/_/
chill,7272.0,16.16,/tS/I/l,_/_/C/I/l/_/_/,_/c/h/i/l/l/_/_/
plight,2728.0,6.062222222222222,pl/aI/t,_/p/l/a/j/t/_/,_/p/l/i/g/h/t/_/
birth,26011.0,57.80222222222222,b/@/r/T/,_/_/b/^/r/T/_/,_/_/b/i/r/t/h/_/
surf,3548.0,7.884444444444444,s/@/rf,_/_/s/^/r/f/_/,_/_/s/u/r/f/_/_/
fop,86.0,0.19111111111111112,f/A/p,_/_/f/a/p/_/_/,_/_/f/o/p/_/_/_/
for,3804080.0,8453.511111111111,f/O/r,_/_/f/a/r/_/_/,_/_/f/o/r/_/_/_/
fox,4009.0,8.908888888888889,f/A/ks,_/_/f/a/k/s/_/,_/_/f/o/x/_/_/_/
foe,1375.0,3.0555555555555554,f/oU/,_/_/f/o/_/_/_/,_/_/f/o/e/_/_/_/
fog,5868.0,13.04,f/A/g,_/_/f/a/g/_/_/,_/_/f/o/g/_/_/_/
fob,174.0,0.38666666666666666,f/A/b,_/_/f/a/b/_/_/,_/_/f/o/b/_/_/_/
gauze,860.0,1.9111111111111112,g/O/z,_/_/g/a/z/_/_/,_/_/g/a/u/z/e/_/
nought,65.0,0.14444444444444443,n/O/t,_/_/n/a/t/_/_/,_/_/n/o/u/g/h/t/
width,3149.0,6.997777777777777,w/I/d/T/,_/_/w/I/d/T/_/,_/_/w/i/d/t/h/_/
spring,44777.0,99.50444444444445,spr/I/N/,s/p/r/I/G/_/_/,s/p/r/i/n/g/_/_/
sprang,2253.0,5.006666666666667,spr/&/N/,s/p/r/@/G/_/_/,s/p/r/a/n/g/_/_/
sprung,1057.0,2.348888888888889,spr/@/N/,s/p/r/^/G/_/_/,s/p/r/u/n/g/_/_/
pest,1696.0,3.7688888888888887,p/E/st,_/_/p/E/s/t/_/,_/_/p/e/s/t/_/_/
palm,13912.0,30.915555555555557,p/A/m,_/_/p/a/m/_/_/,_/_/p/a/l/m/_/_/
soothe,1183.0,2.628888888888889,s/u/D/,_/_/s/u/D/_/_/,_/_/s/o/o/t/h/e/
snick,65.0,0.14444444444444443,sn/I/k,_/s/n/I/k/_/_/,_/s/n/i/c/k/_/_/
vet,2272.0,5.0488888888888885,v/E/t,_/_/v/E/t/_/_/,_/_/v/e/t/_/_/_/
vexed,315.0,0.7,v/E/kst,_/_/v/E/k/s/t/,_/_/v/e/x/e/d/_/
vex,77.0,0.1711111111111111,v/E/ks,_/_/v/E/k/s/_/,_/_/v/e/x/_/_/_/
veg,121.0,0.2688888888888889,v/E/dZ/,_/_/v/E/J/_/_/,_/_/v/e/g/_/_/_/
vee,152.0,0.3377777777777778,v/i/,_/_/v/i/_/_/_/,_/_/v/e/e/_/_/_/
mourn,1066.0,2.368888888888889,m/oU/rn,_/_/m/o/r/n/_/,_/_/m/o/u/r/n/_/
torn,7593.0,16.873333333333335,t/oU/rn,_/_/t/o/r/n/_/,_/_/t/o/r/n/_/_/
tore,3949.0,8.775555555555556,t/oU/r,_/_/t/o/r/_/_/,_/_/t/o/r/e/_/_/
tear,7734.0,17.186666666666667,t/@/r,_/_/t/^/r/_/_/,_/_/t/e/a/r/_/_/
teat,91.0,0.20222222222222222,t/i/t,_/_/t/i/t/_/_/,_/_/t/e/a/t/_/_/
teak,644.0,1.431111111111111,t/i/k,_/_/t/i/k/_/_/,_/_/t/e/a/k/_/_/
team,121702.0,270.4488888888889,t/i/m,_/_/t/i/m/_/_/,_/_/t/e/a/m/_/_/
love,153088.0,340.19555555555553,l/@/v,_/_/l/^/v/_/_/,_/_/l/o/v/e/_/_/
deign,127.0,0.2822222222222222,d/eI/n,_/_/d/e/j/n/_/,_/_/d/e/i/g/n/_/
jazz,12176.0,27.057777777777776,/dZ/&/z,_/_/J/@/z/_/_/,_/_/j/a/z/z/_/_/
spot,30444.0,67.65333333333334,sp/A/t,_/s/p/a/t/_/_/,_/s/p/o/t/_/_/_/
date,32413.0,72.02888888888889,d/eI/t,_/_/d/e/j/t/_/,_/_/d/a/t/e/_/_/
gaff,135.0,0.3,g/&/f,_/_/g/@/f/_/_/,_/_/g/a/f/f/_/_/
vote,47982.0,106.62666666666667,v/oU/t,_/_/v/o/t/_/_/,_/_/v/o/t/e/_/_/
suit,26597.0,59.10444444444445,s/u/t,_/_/s/u/t/_/_/,_/_/s/u/i/t/_/_/
knead,603.0,1.34,n/i/d,_/_/n/i/d/_/_/,_/k/n/e/a/d/_/_/
take,334639.0,743.6422222222222,t/eI/k,_/_/t/e/j/k/_/,_/_/t/a/k/e/_/_/
took,172387.0,383.08222222222224,t/U/k,_/_/t/U/k/_/_/,_/_/t/o/o/k/_/_/
mince,445.0,0.9888888888888889,m/I/ns,_/_/m/I/n/s/_/,_/_/m/i/n/c/e/_/
robe,3516.0,7.8133333333333335,r/oU/b,_/_/r/o/b/_/_/,_/_/r/o/b/e/_/_/
gout,277.0,0.6155555555555555,g/AU/t,_/_/g/a/w/t/_/,_/_/g/o/u/t/_/_/
twit,110.0,0.24444444444444444,tw/I/t,_/t/w/I/t/_/_/,_/t/w/i/t/_/_/_/
twin,9003.0,20.006666666666668,tw/I/n,_/t/w/I/n/_/_/,_/t/w/i/n/_/_/_/
twig,796.0,1.768888888888889,tw/I/g,_/t/w/I/g/_/_/,_/t/w/i/g/_/_/_/
breath,27049.0,60.10888888888889,br/E/T/,_/b/r/E/T/_/_/,_/b/r/e/a/t/h/_/
char,333.0,0.74,/tS/A/r,_/_/C/a/r/_/_/,_/c/h/a/r/_/_/_/
girth,516.0,1.1466666666666667,g/@/r/T/,_/_/g/^/r/T/_/,_/_/g/i/r/t/h/_/
brow,3524.0,7.831111111111111,br/AU/,_/b/r/a/w/_/_/,_/b/r/o/w/_/_/_/
gorse,71.0,0.15777777777777777,g/O/rs,_/_/g/a/r/s/_/,_/_/g/o/r/s/e/_/
skied,511.0,1.1355555555555557,sk/i/d,_/s/k/i/d/_/_/,_/s/k/i/e/d/_/_/
pow,435.0,0.9666666666666667,p/oU/,_/_/p/o/_/_/_/,_/_/p/o/w/_/_/_/
clan,3724.0,8.275555555555556,kl/&/n,_/k/l/@/n/_/_/,_/c/l/a/n/_/_/_/
clam,906.0,2.013333333333333,kl/&/m,_/k/l/@/m/_/_/,_/c/l/a/m/_/_/_/
clad,1662.0,3.6933333333333334,kl/&/d,_/k/l/@/d/_/_/,_/c/l/a/d/_/_/_/
clay,9474.0,21.053333333333335,kl/eI/,_/k/l/e/j/_/_/,_/c/l/a/y/_/_/_/
claw,1436.0,3.1911111111111112,kl/O/,_/k/l/a/_/_/_/,_/c/l/a/w/_/_/_/
clap,990.0,2.2,kl/&/p,_/k/l/@/p/_/_/,_/c/l/a/p/_/_/_/
tube,10134.0,22.52,t/u/b,_/_/t/u/b/_/_/,_/_/t/u/b/e/_/_/
poised,3846.0,8.546666666666667,p/Oi/zd,_/_/p/o/j/z/d/,_/_/p/o/i/s/e/d/
poise,724.0,1.6088888888888888,p/Oi/z,_/_/p/o/j/z/_/,_/_/p/o/i/s/e/_/
ace,2930.0,6.511111111111111,/eI/s,_/_/_/e/j/s/_/,_/_/_/a/c/e/_/_/
act,74115.0,164.7,/&/kt,_/_/_/@/k/t/_/,_/_/_/a/c/t/_/_/
flawed,3303.0,7.34,fl/O/d,_/f/l/a/d/_/_/,_/f/l/a/w/e/d/_/
gone,84356.0,187.45777777777778,g/O/n,_/_/g/a/n/_/_/,_/_/g/o/n/e/_/_/
ad,12066.0,26.813333333333333,/&/d,_/_/_/@/d/_/_/,_/_/_/a/d/_/_/_/
ah,11417.0,25.371111111111112,/A/,_/_/_/a/_/_/_/,_/_/_/a/h/_/_/_/
am,116989.0,259.97555555555556,/&/m,_/_/_/@/m/_/_/,_/_/_/a/m/_/_/_/
as,2747992.0,6106.648888888889,/&/z,_/_/_/@/z/_/_/,_/_/_/a/s/_/_/_/
at,2275149.0,5055.886666666666,/@/t,_/_/_/^/t/_/_/,_/_/_/a/t/_/_/_/
aw,1474.0,3.2755555555555556,/O/,_/_/_/a/_/_/_/,_/_/_/a/w/_/_/_/
ay,481.0,1.068888888888889,/eI/,_/_/_/e/j/_/_/,_/_/_/a/y/_/_/_/
ax,1438.0,3.1955555555555555,/&/ks,_/_/_/@/k/s/_/,_/_/_/a/x/_/_/_/
slant,815.0,1.8111111111111111,sl/&/nt,_/s/l/@/n/t/_/,_/s/l/a/n/t/_/_/
fresh,42854.0,95.2311111111111,fr/E/S/,_/f/r/E/S/_/_/,_/f/r/e/s/h/_/_/
slang,974.0,2.1644444444444444,sl/&/N/,_/s/l/@/G/_/_/,_/s/l/a/n/g/_/_/
sync,1086.0,2.4133333333333336,s/I/N/k,_/_/s/I/G/k/_/,_/_/s/y/n/c/_/_/
grease,3112.0,6.915555555555556,gr/i/z,_/g/r/i/z/_/_/,_/g/r/e/a/s/e/_/
nurse,15003.0,33.34,n/@/rs,_/_/n/^/r/s/_/,_/_/n/u/r/s/e/_/
razz,32.0,0.07111111111111111,r/&/z,_/_/r/@/z/_/_/,_/_/r/a/z/z/_/_/
pick,41675.0,92.61111111111111,p/I/k,_/_/p/I/k/_/_/,_/_/p/i/c/k/_/_/
raze,141.0,0.31333333333333335,r/eI/z,_/_/r/e/j/z/_/,_/_/r/a/z/e/_/_/
sense,108994.0,242.20888888888888,s/E/ns,_/_/s/E/n/s/_/,_/_/s/e/n/s/e/_/
cline,55.0,0.12222222222222222,kl/aI/n,_/k/l/a/j/n/_/,_/c/l/i/n/e/_/_/
cling,1608.0,3.5733333333333333,kl/I/N/,_/k/l/I/G/_/_/,_/c/l/i/n/g/_/_/
clung,1219.0,2.7088888888888887,kl/@/N/,_/k/l/^/G/_/_/,_/c/l/u/n/g/_/_/
clink,428.0,0.9511111111111111,kl/I/N/k,_/k/l/I/G/k/_/,_/c/l/i/n/k/_/_/
wrench,1316.0,2.9244444444444446,r/E/n/tS/,_/_/r/E/n/C/_/,_/w/r/e/n/c/h/_/
pants,13893.0,30.873333333333335,p/&/nts,_/_/p/@/n/t/s/,_/_/p/a/n/t/s/_/
pant,752.0,1.6711111111111112,p/&/nt,_/_/p/@/n/t/_/,_/_/p/a/n/t/_/_/
pang,1120.0,2.488888888888889,p/&/N/,_/_/p/@/G/_/_/,_/_/p/a/n/g/_/_/
pane,804.0,1.7866666666666666,pAn/eI/,_/p/n/e/j/_/_/,_/_/p/a/n/e/_/_/
clique,437.0,0.9711111111111111,kl/i/k,_/k/l/i/k/_/_/,_/c/l/i/q/u/e/_/
stewed,380.0,0.8444444444444444,st/u/d,_/s/t/u/d/_/_/,_/s/t/e/w/e/d/_/
week,154103.0,342.4511111111111,w/i/k,_/_/w/i/k/_/_/,_/_/w/e/e/k/_/_/
guan,24.0,0.05333333333333334,gw/A/n,_/g/w/a/n/_/_/,_/_/g/u/a/n/_/_/
guar,21.0,0.04666666666666667,gw/A/r,_/g/w/a/r/_/_/,_/_/g/u/a/r/_/_/
grace,8667.0,19.26,gr/eI/s,_/g/r/e/j/s/_/,_/g/r/a/c/e/_/_/
croon,153.0,0.34,kr/u/n,_/k/r/u/n/_/_/,_/c/r/o/o/n/_/_/
steppe,301.0,0.6688888888888889,st/E/p,_/s/t/E/p/_/_/,_/s/t/e/p/p/e/_/
play,125215.0,278.25555555555553,pl/eI/,_/p/l/e/j/_/_/,_/p/l/a/y/_/_/_/
tryst,205.0,0.45555555555555555,tr/I/st,_/t/r/I/s/t/_/,_/t/r/y/s/t/_/_/
yawn,689.0,1.531111111111111,/j/O/n,_/_/j/a/n/_/_/,_/_/_/y/a/w/n/_/
yawl,53.0,0.11777777777777777,/j/O/l,_/_/j/a/l/_/_/,_/_/_/y/a/w/l/_/
plan,92196.0,204.88,pl/&/n,_/p/l/@/n/_/_/,_/p/l/a/n/_/_/_/
hipped,32.0,0.07111111111111111,h/I/pt,_/_/h/I/p/t/_/,_/_/h/i/p/p/e/d/
sleeve,3666.0,8.146666666666667,sl/i/v,_/s/l/i/v/_/_/,_/s/l/e/e/v/e/_/
sewn,1125.0,2.5,s/oU/n,_/_/s/o/n/_/_/,_/_/s/e/w/n/_/_/
set,93339.0,207.42,s/E/t,_/_/s/E/t/_/_/,_/_/s/e/t/_/_/_/
sex,52828.0,117.39555555555556,s/E/ks,_/_/s/E/k/s/_/,_/_/s/e/x/_/_/_/
sexed,61.0,0.13555555555555557,s/E/kst,_/_/s/E/k/s/t/,_/_/s/e/x/e/d/_/
see,482714.0,1072.6977777777777,s/i/,_/_/s/i/_/_/_/,_/_/s/e/e/_/_/_/
seen,129459.0,287.68666666666667,s/E/E/n,_/_/s/E/n/_/_/,_/_/s/e/e/n/_/_/
saw,127786.0,283.9688888888889,s/O/,_/_/s/a/_/_/_/,_/_/s/a/w/_/_/_/
seeing,44407.0,98.68222222222222,s/i/i/N/,_/_/s/i/G/_/_/,_/_/s/e/e/i/n/g/
sea,42524.0,94.49777777777778,s/i/,_/_/s/i/_/_/_/,_/_/s/e/a/_/_/_/
nope,1964.0,4.364444444444445,n/oU/p,_/_/n/o/p/_/_/,_/_/n/o/p/e/_/_/
spoiled,1845.0,4.1,sp/Oi/ld,_/s/p/o/j/l/d/,_/s/p/o/i/l/e/d/
scamp,56.0,0.12444444444444444,sk/&/mp,_/s/k/@/m/p/_/,_/s/c/a/m/p/_/_/
whole,112506.0,250.01333333333332,h/oU/l,_/_/h/o/l/_/_/,_/w/h/o/l/e/_/_/
drunk,10657.0,23.682222222222222,dr/@/N/k,_/d/r/^/G/k/_/,_/d/r/u/n/k/_/_/
synth,65.0,0.14444444444444443,s/I/n/T/,_/_/s/I/n/T/_/,_/_/s/y/n/t/h/_/
firm,40609.0,90.24222222222222,f/@/rm,_/_/f/^/r/m/_/,_/_/f/i/r/m/_/_/
fire,66630.0,148.06666666666666,f/aI/r,_/_/f/a/j/r/_/,_/_/f/i/r/e/_/_/
fund,32822.0,72.93777777777778,f/@/nd,_/_/f/^/n/d/_/,_/_/f/u/n/d/_/_/
funk,1222.0,2.7155555555555555,f/@/N/k,_/_/f/^/G/k/_/,_/_/f/u/n/k/_/_/
mote,141.0,0.31333333333333335,m/oU/t,_/_/m/o/t/_/_/,_/_/m/o/t/e/_/_/
moth,1199.0,2.6644444444444444,m/O/T/,_/_/m/a/T/_/_/,_/_/m/o/t/h/_/_/
horde,543.0,1.2066666666666668,h/oU/rd,_/_/h/o/r/d/_/,_/_/h/o/r/d/e/_/
canned,3363.0,7.473333333333334,k/&/nd,_/_/k/@/n/d/_/,_/_/c/a/n/n/e/d/
hued,35.0,0.07777777777777778,h/j/u/d,_/h/j/u/d/_/_/,_/_/h/u/e/d/_/_/
sight,23101.0,51.33555555555556,s/aI/t,_/_/s/a/j/t/_/,_/_/s/i/g/h/t/_/
is,4237443.0,9416.54,/I/z,_/_/_/I/z/_/_/,_/_/_/i/s/_/_/_/
was,3384649.0,7521.442222222222,w/@/z,_/_/w/^/z/_/_/,_/_/w/a/s/_/_/_/
be,2118716.0,4708.257777777778,b/i/,_/_/b/i/_/_/_/,_/_/b/e/_/_/_/_/
are,2104334.0,4676.297777777778,/A/r,_/_/_/a/r/_/_/,_/_/_/a/r/e/_/_/
were,1239291.0,2753.98,w/@/r,_/_/w/^/r/_/_/,_/_/w/e/r/e/_/_/
been,900765.0,2001.7,b/I/n,_/_/b/I/n/_/_/,_/_/b/e/e/n/_/_/
art,94867.0,210.81555555555556,/A/rt,_/_/_/a/r/t/_/,_/_/_/a/r/t/_/_/
by,1735090.0,3855.7555555555555,b/aI/,_/_/b/a/j/_/_/,_/_/b/y/_/_/_/_/
chide,146.0,0.3244444444444444,/tS/aI/d,_/_/C/a/j/d/_/,_/c/h/i/d/e/_/_/
link,15927.0,35.39333333333333,l/I/N/k,_/_/l/I/G/k/_/,_/_/l/i/n/k/_/_/
links,10476.0,23.28,l/I/N/ks,_/_/l/I/G/k/s/,_/_/l/i/n/k/s/_/
ling,852.0,1.8933333333333333,l/I/N/,_/_/l/I/G/_/_/,_/_/l/i/n/g/_/_/
line,117871.0,261.93555555555554,l/aI/n,_/_/l/a/j/n/_/,_/_/l/i/n/e/_/_/
horned,633.0,1.4066666666666667,h/O/rnd,_/_/h/a/r/n/d/,_/_/h/o/r/n/e/d/
code,20556.0,45.68,k/oU/d,_/_/k/o/d/_/_/,_/_/c/o/d/e/_/_/
send,39010.0,86.68888888888888,s/E/nd,_/_/s/E/n/d/_/,_/_/s/e/n/d/_/_/
sent,26288.0,58.41777777777778,s/E/nt,_/_/s/E/n/t/_/,_/_/s/e/n/t/_/_/
twine,810.0,1.8,tw/aI/n,_/t/w/a/j/n/_/,_/t/w/i/n/e/_/_/
bird,18404.0,40.897777777777776,b/@/rd,_/_/b/^/r/d/_/,_/_/b/i/r/d/_/_/
leg,21544.0,47.87555555555556,l/E/g,_/_/l/E/g/_/_/,_/_/l/e/g/_/_/_/
let,161626.0,359.1688888888889,l/E/t,_/_/l/E/t/_/_/,_/_/l/e/t/_/_/_/
sire,574.0,1.2755555555555556,s/aI/r,_/_/s/a/j/r/_/,_/_/s/i/r/e/_/_/
doubt,23861.0,53.02444444444444,d/AU/t,_/_/d/a/w/t/_/,_/_/d/o/u/b/t/_/
slit,1125.0,2.5,sl/I/t,_/s/l/I/t/_/_/,_/s/l/i/t/_/_/_/
drill,6020.0,13.377777777777778,dr/I/l,_/d/r/I/l/_/_/,_/d/r/i/l/l/_/_/
bent,6736.0,14.96888888888889,b/E/nt,_/_/b/E/n/t/_/,_/_/b/e/n/t/_/_/
high,209438.0,465.41777777777776,h/aI/,_/_/h/a/j/_/_/,_/_/h/i/g/h/_/_/
smut,191.0,0.42444444444444446,sm/@/t,_/s/m/^/t/_/_/,_/s/m/u/t/_/_/_/
rille,19.0,0.042222222222222223,r/i/l,_/_/r/i/l/_/_/,_/_/r/i/l/l/e/_/
belch,209.0,0.46444444444444444,b/E/l/tS/,_/_/b/E/l/C/_/,_/_/b/e/l/c/h/_/
kiss,12704.0,28.23111111111111,k/I/s,_/_/k/I/s/_/_/,_/_/k/i/s/s/_/_/
merge,1850.0,4.111111111111111,m/@/r/dZ/,_/_/m/^/r/J/_/,_/_/m/e/r/g/e/_/
bad,99460.0,221.0222222222222,b/&/d,_/_/b/@/d/_/_/,_/_/b/a/d/_/_/_/
worse,34569.0,76.82,w/@/rs,_/_/w/^/r/s/_/,_/_/w/o/r/s/e/_/
